id_kab,id_prov,year,total_area (km2),population,densities,traffic_density,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
7326,73,2022,1289.13,268877.0,208.57,0,70.36,11311.0,1,5784.78,74.43
7371,73,2022,176.85,1444879.0,8170.08,1,83.12,208936.0,1,36592.43,73.25
7372,73,2022,89.67,155912.0,1738.73,0,78.54,8697.0,1,2838.9,73.37
7373,73,2022,273.24,189841.0,694.78,0,78.91,9768.0,1,3418.79,73.58
7402,74,2022,1858.1,221370.0,119.14,0,69.61,8261.0,1,3393.76,73.44
7403,74,2022,5351.85,264930.0,49.5,0,72.04,14270.0,1,5627.964,75.74
7404,74,2022,2958.92,243040.0,82.14,0,73.98,31397.0,1,4402.16,73.42
7405,74,2022,4237.74,318350.0,75.12,0,69.36,14537.0,1,5003.014999999999,73.86
7406,74,2022,3293.97,155510.0,47.21,0,66.81,7780.0,1,2422.8589999999995,75.57
7407,74,2022,450.46,114620.0,254.45,0,70.85,5241.0,1,2945.56,74.96
7408,74,2022,2932.25,142770.0,48.69,0,70.39,10096.0,1,2034.06,75.88
7409,74,2022,1755.83,68090.0,38.78,0,69.0,3802.0,1,1021.714,73.75
7410,74,2022,4219.81,70680.0,16.75,0,71.1,4799.0,1,1274.977,72.81
7411,74,2022,3992.53,123980.0,31.05,0,68.73,5274.0,1,2114.757,75.89
7412,74,2022,705.71,38310.0,54.29,0,66.69,1579.0,1,630.4400000000002,74.85
7413,74,2022,818.7,87590.0,106.99,0,66.21,3070.0,1,1252.953,74.17
7414,74,2022,836.96,117630.0,140.54,0,65.29,2794.0,1,2065.578,75.7
7415,74,2022,517.63,97950.0,189.23,0,65.44,3314.0,1,802.67,76.89
7472,74,2022,294.14,163720.0,556.61,0,76.67,10711.0,1,2992.33,74.41
7501,75,2022,1830.87,148526.0,81.12,0,67.27,6112.0,1,2234.498,77.43
7502,75,2022,2160.36,398801.0,184.6,0,68.28,14889.0,1,5776.27,76.51
7503,75,2022,4370.36,149297.0,34.16,0,66.53,7534.0,1,2156.26,74.25
7504,75,2022,1889.0,166200.0,87.98,0,70.9,5279.0,1,1819.89,75.67
7505,75,2022,1703.63,128563.0,75.46,0,66.01,3854.0,1,2247.2290000000003,73.22
7571,75,2022,70.93,201350.0,2838.71,1,78.22,9757.0,1,5164.65,72.8
7601,76,2022,947.84,177390.0,187.15,0,67.84,5537.0,1,2589.89,74.16
7602,76,2022,2074.76,490493.0,236.41,0,64.79,14843.0,1,7245.608,75.16
7603,76,2022,3005.88,166471.0,55.38,0,67.21,3288.0,1,2405.166,73.49
7604,76,2022,4979.89,285616.0,57.35,0,68.88,13378.0,1,5251.057000000001,74.57
7605,76,2022,3043.75,198608.0,65.25,0,68.61,13185.0,1,2914.227,73.35
7606,76,2022,3014.37,140028.0,46.45,0,66.89,3814.0,1,2005.75,75.91
8101,81,2022,10102.92,124787.0,12.35,0,63.45,3153.0,1,2174.341,76.76
8102,81,2022,4676.0,124199.0,26.56,0,66.88,3785.0,1,2226.811,77.98
8103,81,2022,2759.07,427050.0,154.78,0,71.81,9986.0,1,6201.06,76.56
8106,81,2022,6948.4,217958.0,31.37,0,66.67,3501.0,1,4681.325999999999,76.8
8107,81,2022,3952.08,143438.0,36.29,0,65.05,3638.0,1,2489.315,76.86
8108,81,2022,8633.15,82560.0,9.56,0,63.07,2264.0,1,1299.283,75.92
8171,81,2022,377.0,348225.0,923.67,0,81.63,17175.0,1,6974.224,76.82
8172,81,2022,352.66,93145.0,264.12,0,68.6,2909.0,1,1549.425,76.61
8201,82,2022,2239.11,136282.0,60.86,0,66.2,2529.0,1,2359.847,76.92
8202,82,2022,2276.9,86379.0,37.94,0,66.49,21302.0,1,1091.373,75.79
8204,82,2022,8096.4,253331.0,31.29,0,65.06,14326.0,1,4752.630999999999,76.54
8205,82,2022,3891.62,201196.0,51.7,0,68.38,6489.0,1,5049.7,77.13
8206,82,2022,6488.73,96395.0,14.86,0,67.93,4184.0,1,1639.2320000000004,75.51
8207,82,2022,2337.33,78304.0,33.5,0,63.8,1752.0,1,1139.395,76.15
8208,82,2022,2985.75,63231.0,21.18,0,61.64,1871.0,1,773.5310000000001,76.03
8271,82,2022,579.54,201916.0,348.41,0,80.81,12314.0,1,4374.687999999999,74.89
9101,91,2022,14320.0,89319.0,6.24,0,69.12,5591.0,1,1507.486,74.54
9102,91,2022,18500.0,65061.0,3.52,0,66.11,2741.0,1,929.04,76.5
9103,91,2022,14953.8,45030.0,3.01,0,60.87,1663.0,1,669.72,72.97
9104,91,2022,18658.0,80884.0,4.34,0,65.27,34935.0,1,1229.266,75.56
9105,91,2022,14250.94,200785.0,14.09,0,72.6,10282.0,1,5962.78,76.76
9107,91,2022,13075.28,124195.0,9.5,0,66.69,11572.0,1,1816.27,76.74
9109,91,2022,11529.18,32617.0,2.83,0,54.63,256.0,1,623.598,77.59
9111,91,2022,2812.44,37423.0,13.31,0,60.68,887.0,1,639.905,74.64
9171,91,2022,1105.0,282802.0,255.93,0,78.98,16174.0,1,6030.945,74.66
9402,94,2022,7030.66,273503.0,38.9,0,59.6,9166.0,1,4859.807000000001,69.56
9403,94,2022,17514.0,200224.0,11.43,0,72.67,18279.0,1,3136.03,71.78
9409,94,2022,2602.0,146346.0,56.24,0,72.85,5865.0,1,2143.46,69.81
9410,94,2022,6526.25,122124.0,18.71,0,57.14,4705.0,1,2227.777,72.79
9412,94,2022,21693.51,312255.0,14.39,0,75.08,110425.0,1,5774.21,70.93
9413,94,2022,27108.29,65310.0,2.41,0,62.52,5078.0,1,951.82,69.96
9414,94,2022,23824.0,108232.0,4.54,0,59.61,3351.0,1,2207.03,71.14
9415,94,2022,23746.0,108912.0,4.59,0,52.22,2881.0,1,1657.45,71.44
9416,94,2022,17512.0,355021.0,20.27,0,50.25,2694.0,1,5329.83,71.74
9417,94,2022,15683.0,112251.0,7.16,0,47.21,2203.0,1,1950.324,71.92
9418,94,2022,14263.0,251117.0,17.61,0,50.51,1817.0,1,4699.141,70.85
9419,94,2022,18034.0,41821.0,2.32,0,64.86,3316.0,1,611.0,72.63
9426,94,2022,22004.87,36974.0,1.68,0,65.67,2311.0,1,528.52,67.67
9427,94,2022,634.24,25015.0,39.44,0,63.65,1139.0,1,638.2139999999999,71.78
9428,94,2022,23813.91,38735.0,1.63,0,53.1,1973.0,1,685.251,71.56
9431,94,2022,3743.64,48735.0,13.02,0,49.25,1287.0,1,661.784,70.23
9432,94,2022,4330.29,104066.0,24.03,0,49.9,1440.0,1,1522.612,70.52
9433,94,2022,8055.0,176561.0,21.92,0,43.87,1613.0,1,3294.3229999999994,71.64
9434,94,2022,4237.4,115380.0,27.23,0,55.72,1445.0,1,2082.338,70.72
9435,94,2022,3922.02,136365.0,34.77,0,49.25,1359.0,1,2440.276,70.71
9471,94,2022,940.0,368578.0,392.1,0,80.61,35365.0,1,7952.83,70.69
1102,11,2023,1857.88,135435.0,72.9,0,70.14,3203.0,1,1909.49,75.53
1103,11,2023,4173.82,236933.0,56.77,0,68.44,7034.0,1,3532.35,76.31
1104,11,2023,4242.04,231331.0,54.53,0,71.05,6258.0,1,4166.62,73.98
1106,11,2023,4527.53,227168.0,50.17,0,74.6,9843.0,1,4232.64,75.38
1107,11,2023,2927.95,204475.0,69.84,0,72.88,13572.0,1,3681.37,75.86
1108,11,2023,2903.5,435298.0,149.92,0,74.53,16978.0,2,5405.33,76.7
1109,11,2023,3184.46,444898.0,139.71,0,71.66,13490.0,1,5979.585,76.01
1110,11,2023,1781.34,458978.0,257.66,0,73.63,17028.0,1,5598.226000000001,76.03
1111,11,2023,3296.86,627543.0,190.35,0,70.87,28472.0,1,11324.702,75.32
1113,11,2023,5365.98,104856.0,19.54,0,68.93,3336.0,1,1506.85,74.7
1114,11,2023,1957.02,308102.0,157.43,0,71.35,10729.0,1,4456.17,73.63
1116,11,2023,3727.0,99717.0,26.76,0,70.88,3374.0,2,1752.51,73.68
1117,11,2023,1145.0,175781.0,153.52,0,74.49,6016.0,1,2468.57,74.03
1118,11,2023,952.11,163591.0,171.82,0,74.8,4349.0,1,2402.682,74.24
1172,11,2023,122.13,43527.0,356.4,0,77.52,1747.0,1,630.84,72.7
1174,11,2023,181.06,196067.0,1082.88,0,78.92,11170.0,1,3413.378,75.08
1175,11,2023,1391.0,103044.0,74.08,0,67.1,2560.0,1,2083.11,76.17
1201,12,2023,853.44,153658.0,180.05,0,64.56,4858.0,1,2329.448999999999,73.43
1203,12,2023,4355.35,312540.0,71.76,0,71.55,18875.0,1,5377.656,72.28
1204,12,2023,2194.98,386895.0,176.26,0,70.91,12632.0,1,5687.532,72.74
1205,12,2023,3793.71,323102.0,85.17,0,74.65,10490.0,1,3638.134000000001,73.96
1206,12,2023,2022.0,213850.0,105.76,0,76.38,9656.0,2,3506.72,74.15
1207,12,2023,2561.38,513826.0,200.61,0,73.69,45763.0,1,7606.711999999999,75.47
1208,12,2023,3732.97,802563.0,214.99,0,71.56,51282.0,1,17625.962000000003,73.95
1209,12,2023,4372.5,1035920.0,236.92,0,74.29,52239.0,1,18644.47,73.02
1211,12,2023,2127.25,420799.0,197.81,0,75.98,26409.0,1,6285.852000000001,73.46
1213,12,2023,6273.29,1066711.0,170.04,0,72.21,56191.0,3,18916.007000000005,71.43
1214,12,2023,2487.99,382539.0,153.75,0,64.12,8575.0,1,5359.808,73.4
1215,12,2023,2297.2,204700.0,89.11,0,70.75,7655.0,1,3302.3490000000006,74.3
1216,12,2023,1218.0,55172.0,45.3,0,69.58,1560.0,1,943.027,73.69
1217,12,2023,1444.25,141333.0,97.86,0,72.08,5656.0,1,2272.9300000000003,73.63
1219,12,2023,904.96,430533.0,475.75,0,70.31,43775.0,1,6691.228999999999,73.35
1220,12,2023,3945.56,275448.0,69.81,0,71.63,15822.0,1,5511.264999999999,72.59
1221,12,2023,3892.74,275648.0,70.81,0,70.34,16127.0,1,5768.539999999999,71.51
1222,12,2023,3596.0,330797.0,91.99,0,72.82,37584.0,1,5270.267,73.29
1223,12,2023,3545.8,401863.0,113.33,0,73.63,33271.0,1,6722.015000000001,73.57
1224,12,2023,1242.0,155873.0,125.5,0,64.64,4478.0,1,2382.0639999999994,72.66
1271,12,2023,10.77,91265.0,8474.0,1,75.2,6821.0,1,1687.423,73.62
1273,12,2023,79.97,274838.0,3436.76,1,80.46,16228.0,1,5866.46,72.76
1274,12,2023,38.96,178914.0,4592.25,1,76.98,7428.0,1,3461.6320000000005,73.59
1276,12,2023,90.45,303272.0,3352.92,1,77.6,14460.0,1,5736.678000000001,73.26
1277,12,2023,159.3,236217.0,1482.84,0,76.44,7929.0,1,4647.842999999999,73.44
1278,12,2023,469.4,142890.0,304.41,0,70.68,6924.0,1,2510.858,72.73
1301,13,2023,6033.76,90406.0,14.98,0,63.13,5915.0,1,1302.648,73.35
1302,13,2023,1938.79,523402.0,269.96,0,71.44,18026.0,1,5655.87,73.87
1303,13,2023,3738.0,401371.0,107.38,0,70.63,17316.0,1,5923.4,74.01
1305,13,2023,1336.0,378797.0,283.53,0,73.98,16460.0,1,4738.26,72.4
1307,13,2023,2232.4,547578.0,245.29,0,73.98,26163.0,1,8016.38,71.24
1308,13,2023,3354.0,391054.0,116.59,0,70.7,19604.0,1,5887.9,72.72
1309,13,2023,3947.63,311744.0,78.97,0,68.13,11360.0,1,4488.41,72.53
1311,13,2023,2961.0,238211.0,80.45,0,73.04,13346.0,1,3817.204,71.91
1312,13,2023,3887.77,448639.0,115.4,0,70.19,19545.0,1,6793.519,72.12
1371,13,2023,694.96,924687.0,1330.56,0,83.58,79705.0,1,23629.66,75.02
1372,13,2023,58.72,77240.0,1315.4,0,79.58,5262.0,1,2036.41,71.58
1373,13,2023,273.45,67131.0,245.5,0,74.42,4825.0,1,692.6,70.57
1374,13,2023,23.0,58729.0,2553.43,1,79.26,4474.0,1,1366.8920000000005,71.17
1375,13,2023,25.24,123013.0,4873.73,1,81.78,11132.0,1,3868.851,69.31
1376,13,2023,80.43,145468.0,1808.63,0,79.97,8982.0,1,3404.16,72.98
1377,13,2023,64.97,98143.0,1510.59,0,78.13,6435.0,1,1914.379,74.35
1402,14,2023,8198.71,475002.0,57.94,0,71.04,56482.0,2,6665.338000000001,73.67
1403,14,2023,12614.78,663248.0,52.58,0,67.98,87546.0,5,9206.85,74.41
1404,14,2023,12614.78,422907.0,33.52,0,73.59,70522.0,1,6604.835000000001,75.04
1405,14,2023,8556.09,488497.0,57.09,0,74.98,109923.0,4,6972.23,74.45
1406,14,2023,11289.28,898840.0,79.62,0,74.24,106929.0,4,17220.195000000003,73.97
1408,14,2023,514.0,592390.0,1152.51,0,74.97,168636.0,4,9511.5,74.31
1409,14,2023,8881.59,669996.0,75.44,0,70.78,94740.0,4,10525.473000000002,73.31
1410,14,2023,3708.0,217607.0,58.69,0,67.28,25609.0,1,4246.342,73.75
1471,14,2023,632.3,1020308.0,1613.65,0,82.38,159961.0,1,31531.527,74.62
1473,14,2023,1727.0,340310.0,197.05,0,75.66,49034.0,1,6210.66,73.67
1501,15,2023,3807.0,255100.0,67.01,0,72.54,13405.0,1,4676.572,78.91
1502,15,2023,7679.0,368400.0,47.97,0,70.81,22525.0,1,6499.368,79.63
1503,15,2023,6174.0,302200.0,48.95,0,71.29,21509.0,2,5597.233,80.8
1504,15,2023,5804.83,312700.0,53.87,0,71.02,25449.0,1,5489.951,78.49
1505,15,2023,5246.0,418800.0,79.83,0,71.04,35885.0,1,6894.331,77.53
1506,15,2023,5426.0,236700.0,43.62,0,66.65,25073.0,1,4907.733,80.16
1508,15,2023,6461.0,350800.0,54.3,0,70.63,21183.0,2,5743.963,79.89
1509,15,2023,4659.0,376400.0,80.79,0,71.06,26235.0,1,5901.41,78.65
1571,15,2023,205.38,627800.0,3056.77,1,80.15,40581.0,1,18326.996,79.69
1572,15,2023,391.5,99800.0,254.92,0,76.65,9475.0,1,1761.105,79.36
1601,16,2023,4797.0,379130.0,79.03,0,71.01,19019.0,1,5975.98,73.66
1602,16,2023,19023.47,797429.0,41.92,0,68.65,37395.0,5,16731.716999999997,70.83
1603,16,2023,6763.91,633779.0,93.7,0,70.24,118518.0,4,8497.14,75.28
1604,16,2023,4344.87,444949.0,102.41,0,69.1,29289.0,1,9805.33,72.32
1605,16,2023,6357.09,407694.0,64.13,0,68.26,23527.0,1,7437.85,73.61
1607,16,2023,11875.0,874210.0,73.62,0,68.65,37440.0,3,19071.625,72.25
1608,16,2023,5493.94,424190.0,77.21,0,66.67,11090.0,1,6233.972000000001,71.83
1609,16,2023,4369.25,668035.0,152.89,0,70.96,19465.0,1,10719.851000000002,74.7
1611,16,2023,2256.0,342178.0,151.67,0,66.68,6303.0,1,4215.682000000001,72.06
1612,16,2023,1840.0,202681.0,110.15,0,66.64,8719.0,1,3194.4210000000003,74.62
1613,16,2023,6008.55,195962.0,32.61,0,66.6,9067.0,1,3056.4170000000004,75.24
1671,16,2023,352.52,1706371.0,4840.49,1,80.02,194570.0,1,41039.377,75.88
1673,16,2023,633.66,147836.0,233.3,0,70.45,3491.0,1,2698.01,73.7
1674,16,2023,401.5,242976.0,605.17,0,76.19,8234.0,1,4369.837000000001,73.53
1702,17,2023,1515.76,283689.0,187.16,0,72.31,11899.0,1,5317.344999999999,73.13
1703,17,2023,4424.6,306201.0,69.2,0,70.28,12491.0,1,5728.498000000001,71.95
1705,17,2023,4128.0,216977.0,52.56,0,68.27,5769.0,1,3901.39,72.51
1708,17,2023,665.0,156330.0,235.08,0,69.6,5616.0,1,2602.805,73.02
1771,17,2023,151.7,391045.0,2577.75,1,81.45,30811.0,1,9130.789,72.66
1801,18,2023,3368.14,303931.0,90.24,0,69.11,9018.0,1,4115.424,74.3
1803,18,2023,2219.46,1090174.0,491.19,0,69.63,55759.0,1,19356.766,72.49
1804,18,2023,5325.03,1137434.0,213.6,0,71.21,52874.0,2,18286.939,71.63
1805,18,2023,4559.56,1522426.0,333.9,0,71.6,90078.0,1,25185.09,71.99
1806,18,2023,2529.54,635903.0,251.39,0,68.95,29261.0,1,9632.04,71.5
1808,18,2023,4386.0,431623.0,98.41,0,70.02,28197.0,1,6978.347,72.9
1809,18,2023,1173.77,492474.0,419.57,0,67.67,20217.0,1,8113.452000000002,72.65
1810,18,2023,617.19,409858.0,664.07,0,71.61,14010.0,1,5962.86,71.37
1811,18,2023,2184.0,235546.0,107.85,0,65.64,12949.0,1,3696.863,71.0
1812,18,2023,1201.15,291437.0,242.63,0,67.81,14390.0,1,4228.45,71.83
1813,18,2023,2953.0,165937.0,56.19,0,66.0,5735.0,1,2406.31,70.63
1871,18,2023,197.22,1234988.0,6261.98,1,78.56,74104.0,1,28705.83,73.31
1872,18,2023,73.21,172505.0,2356.3,1,78.36,7865.0,1,3371.043,72.86
1902,19,2023,2293.69,189225.0,82.5,0,74.02,13510.0,1,2740.6,76.69
1904,19,2023,2279.11,203733.0,89.39,0,71.71,11427.0,1,3060.45,77.52
1905,19,2023,3607.08,206972.0,57.38,0,68.51,11372.0,1,3071.02,76.33
1906,19,2023,2506.91,132355.0,52.8,0,72.86,10562.0,1,1916.94,76.02
1971,19,2023,118.4,236267.0,1995.5,0,79.93,18809.0,1,5484.192000000001,77.86
2101,21,2023,1524.0,267762.0,175.7,0,73.51,17017.0,1,7142.22,74.25
2102,21,2023,1946.13,175873.0,90.37,0,75.7,25084.0,1,2040.99,76.24
2103,21,2023,1978.29,83668.0,42.29,0,74.21,23520.0,1,1272.58,76.28
2104,21,2023,2117.72,101917.0,48.13,0,67.44,5250.0,1,1504.181,73.58
2105,21,2023,590.14,50140.0,84.96,0,70.26,19241.0,1,487.68,76.45
2171,21,2023,3868.97,1256610.0,324.79,0,82.11,216098.0,1,42305.41,77.7
3101,31,2023,10.73,28523.0,2658.25,1,73.39,8214.0,1,663.43,77.89
3203,32,2023,3614.35,2578790.0,713.49,0,66.55,58391.0,1,45540.027,76.67
3205,32,2023,3065.19,2649198.0,864.29,0,68.11,72229.0,1,40946.54,78.14
3207,32,2023,1425.0,1257583.0,882.51,0,72.05,39841.0,2,18217.44,81.54
3208,32,2023,1194.0,1211553.0,1014.7,0,70.72,32545.0,1,18451.857,81.06
3209,32,2023,1076.76,2339555.0,2172.77,1,70.95,61310.0,1,45988.304,79.57
3210,32,2023,1204.24,1351828.0,1122.56,0,69.13,41713.0,1,22435.667,79.63
3211,32,2023,1558.72,1174485.0,753.49,0,73.18,43327.0,2,17480.61,79.56
3212,32,2023,2099.42,1892043.0,901.22,0,69.25,103560.0,2,38818.07899999999,79.65
3213,32,2023,1893.95,1639931.0,865.88,0,70.7,49692.0,1,25286.778,78.94
3214,32,2023,825.74,1045704.0,1266.38,0,72.09,82129.0,3,16196.412,78.67
3217,32,2023,1287.41,1879840.0,1460.17,0,69.61,56945.0,1,36417.01,79.08
3218,32,2023,1010.0,437094.0,432.77,0,69.38,14256.0,1,7310.114000000001,80.15
3272,32,2023,48.2,362018.0,7510.75,1,76.32,15350.0,1,6730.83,79.59
3274,32,2023,37.36,345578.0,9249.95,1,76.46,28773.0,1,7297.298000000001,80.66
3278,32,2023,183.8,742958.0,4042.21,1,74.47,27411.0,1,11795.52,80.99
3279,32,2023,132.0,209493.0,1587.07,0,73.08,5247.0,1,3162.42,80.72
3301,33,2023,2249.28,2007829.0,892.65,0,71.83,132425.0,3,35760.807,74.31
3303,33,2023,777.64,1027333.0,1321.09,0,70.24,31225.0,1,19775.84,76.04
3304,33,2023,1069.71,1047226.0,978.98,0,69.14,27191.0,1,15355.018,74.05
3305,33,2023,1281.11,1397555.0,1090.89,0,71.37,35764.0,1,23446.438,76.95
3306,33,2023,1034.84,788265.0,761.73,0,74.28,23188.0,1,11743.29,76.03
3307,33,2023,1011.62,909664.0,899.22,0,69.37,23330.0,1,13281.09,74.27
3309,33,2023,1096.35,1090129.0,994.33,0,75.41,42736.0,1,13662.246000000005,76.88
3310,33,2023,701.52,1284386.0,1830.86,0,77.59,51274.0,1,23705.07,73.91
3311,33,2023,466.66,932680.0,1998.63,0,78.65,46521.0,1,18298.487,75.29
3312,33,2023,1941.28,1051085.0,541.44,0,71.97,36943.0,1,12799.9,76.44
3313,33,2023,774.0,955116.0,1234.0,0,77.31,47204.0,1,18876.467,73.19
3316,33,2023,1820.59,901621.0,495.24,0,70.63,31753.0,2,14143.3,75.76
3317,33,2023,1014.08,660166.0,651.0,0,71.89,24130.0,1,9277.01,74.94
3318,33,2023,1503.68,1359364.0,904.02,0,73.59,54775.0,1,25109.26,73.85
3319,33,2023,425.2,874632.0,2056.99,1,76.71,121310.0,1,16748.724,74.7
3321,33,2023,897.43,1240510.0,1382.29,0,74.07,33017.0,1,24298.584000000006,76.1
3322,33,2023,950.21,1080648.0,1137.27,0,75.13,61284.0,1,19460.19,74.57
3323,33,2023,870.65,808446.0,928.55,0,71.33,26912.0,1,14735.78,74.68
3324,33,2023,1002.23,1052826.0,1050.48,0,73.86,54360.0,1,18116.824,75.1
3326,33,2023,836.13,1007384.0,1204.82,0,71.4,28112.0,1,17417.218,74.74
3328,33,2023,876.1,1654836.0,1888.87,0,70.23,44440.0,1,22049.37,76.4
3329,33,2023,1769.62,2043077.0,1154.53,0,67.95,57599.0,2,36693.76,75.87
3371,33,2023,18.12,122150.0,6741.17,1,81.17,10983.0,1,2940.03,74.04
3374,33,2023,373.7,1694743.0,4535.04,1,84.43,248903.0,1,43153.47,75.07
3375,33,2023,45.25,317524.0,7017.1,1,76.71,13744.0,1,6167.206,76.23
3376,33,2023,39.68,282781.0,7126.54,1,77.02,19162.0,1,7141.637,75.98
3401,34,2023,586.3,443050.0,755.67,0,75.79,15847.0,1,8003.39,74.29
3402,34,2023,506.85,1009430.0,1991.58,0,81.39,34012.0,1,21103.181,73.02
3404,34,2023,574.82,1157290.0,2013.31,1,84.77,59432.0,1,22577.452,75.77
3501,35,2023,1390.0,596649.0,429.24,0,70.19,19491.0,1,10534.56,73.54
3502,35,2023,1371.78,972582.0,708.99,0,72.5,25248.0,1,14459.272999999996,75.24
3503,35,2023,1261.4,744358.0,590.1,0,71.73,22740.0,1,11149.87,74.7
3504,35,2023,1055.65,1113973.0,1055.25,0,74.61,47964.0,1,20402.88,72.75
3506,35,2023,1386.05,1667450.0,1203.02,0,73.96,50638.0,1,24177.89,72.26
3507,35,2023,3530.65,2703175.0,765.63,0,72.16,128373.0,3,35292.73,73.88
3509,35,2023,3306.69,2584771.0,781.68,0,68.64,95290.0,3,36315.70399999999,71.93
3510,35,2023,5782.5,1744814.0,301.74,0,72.61,101297.0,1,30531.29,74.15
3511,35,2023,1560.1,784192.0,502.65,0,67.99,24773.0,1,11248.032,73.58
3512,35,2023,1638.5,694081.0,423.61,0,69.16,25225.0,1,9213.08,74.34
3514,35,2023,1474.02,1626029.0,1103.13,0,70.29,186946.0,1,26610.963,74.31
3517,35,2023,1159.5,1345886.0,1160.75,0,74.6,49984.0,1,19358.34,74.26
3518,35,2023,1224.33,1124247.0,918.25,0,73.71,33647.0,3,16308.68,72.65
3519,35,2023,1010.86,765135.0,756.91,0,72.97,23833.0,1,10914.8,74.43
3521,35,2023,1394.74,881393.0,631.94,0,72.47,24325.0,1,14808.226,74.54
3522,35,2023,2307.06,1322474.0,573.23,0,70.85,97522.0,2,13363.94,73.48
3524,35,2023,1752.21,1386941.0,791.54,0,74.53,48927.0,1,18450.527,73.05
3525,35,2023,1256.76,1344648.0,1069.93,0,77.98,176071.0,1,14423.83,73.86
3526,35,2023,1260.15,1101556.0,874.15,0,65.75,27740.0,1,15225.9,74.07
3527,35,2023,1233.0,992210.0,804.71,0,64.13,24087.0,1,14597.556,73.01
3528,35,2023,792.2,862009.0,1088.12,0,67.96,20881.0,1,10115.61,73.11
3529,35,2023,2093.47,1143295.0,546.12,0,68.61,42848.0,1,13411.67,72.95
3571,35,2023,63.4,290836.0,4587.03,1,80.44,159750.0,1,6346.19,74.13
3572,35,2023,32.58,153541.0,4712.74,1,80.63,8515.0,1,3020.214,75.99
3573,35,2023,110.06,847182.0,7697.46,1,83.39,93053.0,1,28409.54,73.56
3574,35,2023,56.67,245174.0,4326.57,1,75.43,14296.0,1,3570.56,74.34
3575,35,2023,39.0,213450.0,5473.08,1,77.17,10400.0,1,5383.02,71.93
3576,35,2023,20.21,135414.0,6700.35,1,80.07,8039.0,1,3213.729,73.72
3577,35,2023,33.23,201460.0,6062.59,1,82.71,17256.0,1,4693.315999999999,74.67
3579,35,2023,199.09,218802.0,1099.01,0,78.18,20524.0,1,5206.27,74.51
3602,36,2023,3305.07,1433700.0,433.79,0,65.21,35571.0,2,21826.65,69.19
3604,36,2023,1734.28,1682130.0,969.93,0,68.39,95080.0,1,42896.28,71.19
3672,36,2023,162.51,450510.0,2772.2,1,74.54,129532.0,1,10177.28,71.22
3673,36,2023,266.74,723790.0,2713.47,1,73.48,39838.0,1,21950.3,70.43
3674,36,2023,147.19,1391650.0,9454.79,1,82.28,104388.0,1,36917.75,72.16
5101,51,2023,841.8,330100.0,392.14,0,74.04,15613.0,1,5976.53,76.7
5102,51,2023,839.33,470900.0,561.04,0,77.43,25531.0,1,8492.27,78.22
5103,51,2023,420.1,554700.0,1320.4,0,83.08,68398.0,1,19522.25,78.69
5104,51,2023,368.0,527100.0,1432.34,0,79.24,30529.0,1,19669.85,77.6
5105,51,2023,315.0,214600.0,681.27,0,73.11,10080.0,2,3853.444,77.31
5106,51,2023,520.81,268100.0,514.78,0,70.79,7908.0,1,4119.54,77.75
5107,51,2023,839.5,513800.0,612.03,0,68.91,18975.0,1,8382.043000000001,79.76
5108,51,2023,1366.0,831200.0,608.49,0,73.97,38351.0,1,15056.25,78.03
5171,51,2023,127.78,734200.0,5745.81,1,84.73,60100.0,1,35798.47,81.01
5201,52,2023,1053.92,753641.0,715.08,0,70.15,18121.0,1,10638.756,70.44
5203,52,2023,2679.88,1391382.0,519.2,0,68.41,24578.0,1,20473.756,72.29
5204,52,2023,6643.98,529487.0,79.69,0,69.87,17510.0,3,10759.004,71.13
5205,52,2023,2324.55,247188.0,106.34,0,69.98,8511.0,1,3676.568,69.67
5206,52,2023,4389.0,535530.0,122.02,0,68.28,13947.0,1,10134.34,70.36
5207,52,2023,1849.02,152948.0,82.72,0,73.17,29642.0,1,2579.748,72.44
5208,52,2023,809.53,257866.0,318.54,0,66.62,5559.0,1,3587.9890000000005,71.48
5271,52,2023,61.3,441147.0,7196.53,1,80.09,22781.0,1,9916.58,72.95
5301,53,2023,757.41,152414.0,201.23,0,65.22,2786.0,1,2591.1509999999994,70.87
5303,53,2023,5136.51,376837.0,73.36,0,65.82,9158.0,1,5711.724,68.74
5304,53,2023,3933.15,474521.0,120.65,0,63.58,9496.0,1,7404.145000000001,70.68
5305,53,2023,2623.2,271277.0,103.41,0,65.16,4819.0,1,4170.713,68.33
5307,53,2023,2928.56,221536.0,75.65,0,62.99,3636.0,1,3407.619,71.21
5308,53,2023,1268.11,141391.0,111.5,0,66.12,2138.0,1,2466.035,70.81
5309,53,2023,1748.52,288310.0,164.89,0,65.79,6062.0,1,4170.713,68.15
5310,53,2023,1671.65,335360.0,200.62,0,66.89,6195.0,1,4416.027,71.66
5312,53,2023,1735.64,171736.0,98.95,0,69.14,4114.0,1,2691.034,70.72
5313,53,2023,1343.83,328758.0,244.64,0,66.42,5502.0,1,3901.564,71.34
5314,53,2023,1286.45,150521.0,117.0,0,64.0,3747.0,1,2498.307,70.51
5315,53,2023,3129.0,270917.0,86.58,0,65.81,4255.0,1,3687.114000000001,71.03
5316,53,2023,1789.66,90521.0,50.58,0,63.48,1398.0,1,1179.9109999999998,68.82
5318,53,2023,1396.16,166063.0,118.94,0,67.07,2670.0,1,2487.025,70.83
