id,id_kab,id_prov,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
52062022,5206,52,Bima,2022,4389.0,527664.0,120.22,Low,,67.57,12734.0,1.0,10110.21,69.3
52072022,5207,52,Sumbawa Barat,2022,1742.27,150338.0,86.29,Low,7.88,72.65,31512.0,,,71.22
52082022,5208,52,Lombok Utara,2022,809.53,254145.0,313.94,Low,,65.7,5051.0,1.0,3744.61,70.25
52712022,5271,52,City of Mataram,2022,61.3,437162.0,7131.52,Medium,,79.59,21182.0,1.0,9643.69,67.91
53012022,5301,53,Sumba Barat,2022,757.41,149804.0,197.78,Low,,64.43,2583.0,,,71.58
53032022,5303,53,Kupang,2022,5136.51,373259.0,72.67,Low,,65.04,8483.0,,,69.96
53042022,5304,53,Timor Tengah Selatan,2022,3933.15,467732.0,118.92,Low,,62.73,8810.0,,,71.82
53062022,5306,53,Belu,2022,1127.25,226307.0,200.76,Low,,63.22,5036.0,,,70.67
53072022,5307,53,Alor,2022,2928.56,218059.0,74.46,Low,0.01,62.26,3363.0,,,71.85
53082022,5308,53,Lembata,2022,1268.11,139436.0,109.96,Low,,65.47,2017.0,,,73.32
53092022,5309,53,Flores Timur,2022,1748.52,284122.0,162.49,Low,,64.93,5643.0,,,72.06
53102022,5310,53,Sikka,2022,1671.65,330429.0,197.67,Low,,66.06,5703.0,,,70.2
53112022,5311,53,Ende,2022,2085.24,275785.0,132.26,Low,,67.97,6793.0,,,70.88
53122022,5312,53,Ngada,2022,1735.64,169383.0,97.59,Low,,68.26,3819.0,,,71.51
53132022,5313,53,Manggarai,2022,1343.83,323054.0,240.4,Low,,65.83,5097.0,,,70.22
53152022,5315,53,Manggarai Barat,2022,3129.0,265613.0,84.89,Low,0.08,64.92,3884.0,1.0,3097.24,70.27
53162022,5316,53,Sumba Tengah,2022,1789.66,88706.0,49.57,Low,0.32,62.71,1303.0,,,73.3
53172022,5317,53,Sumba Barat Daya,2022,1383.31,315427.0,228.02,Low,,63.15,4176.0,,,72.74
53202022,5320,53,Sabu Raijua,2022,460.96,91877.0,199.32,Low,,57.9,1546.0,,,73.93
53212022,5321,53,Malaka,2022,1109.16,188493.0,169.94,Low,,61.34,3144.0,,,69.41
53712022,5371,53,City of Kupang,2022,159.33,458253.0,2876.13,Medium,,80.2,26200.0,1.0,8319.26,72.57
61012022,6101,61,Sambas,2022,6395.7,641271.0,100.27,Low,0.56,67.95,24423.0,5.0,11611.2,71.39
61042022,6104,61,Mempawah,2022,2797.88,308804.0,110.37,Low,32.38,66.94,9956.0,1.0,3066.97,72.79
61052022,6105,61,Sanggau,2022,12857.7,497280.0,38.68,Low,0.25,66.91,23847.0,6.0,8984.18,73.7
61062022,6106,61,Ketapang,2022,31588.0,584946.0,18.52,Low,,67.92,34314.0,,,72.69
61072022,6107,61,Sintang,2022,21635.0,432206.0,19.98,Low,,67.86,17330.0,,,72.07
61082022,6108,61,Kapuas Hulu,2022,29842.0,258989.0,8.68,Low,,66.7,12187.0,1.0,4866.38,72.94
61092022,6109,61,Sekadau,2022,5444.2,216862.0,39.83,Low,,65.58,7884.0,,,73.48
61102022,6110,61,Melawi,2022,10640.8,235669.0,22.15,Low,0.27,66.81,6177.0,,,74.36
61112022,6111,61,Kayong Utara,2022,4568.26,130592.0,28.59,Low,,63.81,4981.0,,,72.38
61122022,6112,61,Kubu Raya,2022,6985.2,628558.0,89.98,Low,,68.91,35209.0,,,73.7
61722022,6172,61,City of Singkawang,2022,504.0,242177.0,480.51,Low,,72.89,11922.0,1.0,3429.79,72.54
62042022,6204,62,Barito Selatan,2022,7020.09,133478.0,19.01,Low,,71.01,8132.0,1.0,2443.97,73.24
62052022,6205,62,Barito Utara,2022,8300.0,158539.0,19.1,Low,0.17,71.21,14298.0,1.0,2260.39,72.89
62062022,6206,62,Sukamara,2022,3827.0,65457.0,17.1,Low,,68.94,5460.0,,,72.54
62072022,6207,62,Lamandau,2022,6414.0,100509.0,15.67,Low,0.56,71.11,7316.0,,,74.66
62082022,6208,62,Seruyan,2022,16404.0,168262.0,10.26,Low,0.03,68.24,10809.0,1.0,2999.94,74.63
62092022,6209,62,Katingan,2022,20382.53,166820.0,8.18,Low,,69.74,9966.0,,,73.24
62102022,6210,62,Pulang Pisau,2022,8997.0,136869.0,15.21,Low,0.08,69.01,6465.0,1.0,2469.88,73.21
62112022,6211,62,Gunung Mas,2022,10804.0,140125.0,12.97,Low,0.0,71.4,8135.0,1.0,3705.84,75.6
62122022,6212,62,Barito Timur,2022,3834.0,115860.0,30.22,Low,0.01,72.07,10948.0,,1679.83,72.17
62132022,6213,62,Murung Raya,2022,23700.16,114831.0,4.85,Low,0.79,68.63,12999.0,1.0,2033.98,72.85
62712022,6271,62,City of Palangka Raya,2022,2853.19,301417.0,105.64,Low,304.75,81.16,21955.0,1.0,5544.81,73.58
63012022,6301,63,Tanah Laut,2022,3631.35,358090.0,98.61,Low,2.14,70.35,19022.0,1.0,5180.74,72.2
63022022,6302,63,Kotabaru,2022,9442.46,326631.0,34.59,Low,3.0,69.74,33266.0,1.0,6614.35,73.94
63032022,6303,63,Banjar,2022,4668.5,570347.0,122.17,Low,0.25,70.72,21071.0,1.0,13051.24,72.89
63042022,6304,63,Barito Kuala,2022,2996.46,319708.0,106.7,Low,39.25,67.37,9868.0,2.0,3517.98,75.01
63082022,6308,63,Hulu Sungai Utara,2022,915.05,233428.0,255.1,Low,0.04,66.84,5671.0,1.0,3376.83,73.33
63092022,6309,63,Tabalong,2022,3556.0,258525.0,72.7,Low,10.88,73.13,29172.0,1.0,3750.78,74.08
63102022,6310,63,Tanah Bumbu,2022,4871.39,341137.0,70.03,Low,0.83,71.79,31610.0,3.0,6074.35,74.59
63112022,6311,63,Balangan,2022,1878.3,133789.0,71.23,Low,2.59,69.73,19848.0,1.0,2057.63,73.18
63722022,6372,63,City of Banjar Baru,2022,371.38,268292.0,722.42,Low,65.17,79.68,11786.0,1.0,6707.97,72.67
64012022,6401,64,Paser,2022,11603.94,286952.0,24.73,Low,51.3,73.44,76262.0,1.0,4330.1,74.6
64032022,6403,64,Kutai Kartanegara,2022,27263.1,791855.0,29.04,Low,77.28,74.67,240393.0,6.0,11452.48,74.08
64042022,6404,64,Kutai Timur,2022,35747.5,399453.0,11.17,Low,,74.35,211101.0,2.0,7767.44,73.4
64052022,6405,64,Berau,2022,34127.17,236325.0,6.92,Low,20.19,75.74,60158.0,2.0,4980.19,72.74
64092022,6409,64,Penajam Paser Utara,2022,3333.0,159073.0,47.73,Low,333.56,72.55,13129.0,1.0,3503.4,73.31
64112022,6411,64,Mahakam Ulu,2022,15315.0,27201.0,1.78,Low,,68.75,3169.0,,558.46,74.67
64722022,6472,64,City of Samarinda,2022,716.96,865911.0,1207.75,Low,0.05,81.43,83354.0,2.0,21434.79,73.41
65012022,6501,65,Malinau,2022,38911.8,84509.0,2.17,Low,,72.75,17587.0,,,77.97
65032022,6503,65,Tana Tidung,2022,3504.0,26783.0,7.64,Low,0.0,68.6,8626.0,1.0,517.79,76.67
65042022,6504,65,Nunukan,2022,13564.0,204762.0,15.1,Low,4565.6,67.16,40151.0,1.0,1557.68,75.95
65712022,6571,65,City of Tarakan,2022,251.0,248182.0,988.77,Low,,76.68,47488.0,,,76.77
71012022,7101,71,Bolaang Mongondow,2022,3269.3,252648.0,77.28,Low,,68.95,9777.0,1.0,4571.22,75.89
71022022,7102,71,Minahasa,2022,1128.45,350317.0,310.44,Low,,76.18,20369.0,2.0,6363.28,75.9
71032022,7103,71,Kepulauan Sangihe,2022,597.26,140165.0,234.68,Low,0.01,71.63,5223.0,1.0,2039.39,75.17
71042022,7104,71,Kepulauan Talaud,2022,1012.14,95545.0,94.4,Low,0.19,70.43,2631.0,,,76.2
71052022,7105,71,Minahasa Selatan,2022,1456.69,241680.0,165.91,Low,0.01,72.89,10527.0,1.0,3452.36,74.16
71062022,7106,71,Minahasa Utara,2022,995.55,229368.0,230.39,Low,102.69,74.69,17226.0,1.0,4311.42,73.67
71092022,7109,71,Minahasa Tenggara,2022,753.14,118023.0,156.71,Low,,71.48,6147.0,1.0,1684.1,74.89
71102022,7110,71,Bolaang Mongondow Selatan,2022,1796.07,71481.0,39.8,Low,,65.9,2504.0,1.0,1055.35,75.56
71112022,7111,71,Bolaang Mongondow Timur,2022,859.97,92299.0,107.33,Low,0.08,67.21,3533.0,,1347.62,74.07
71712022,7171,71,City of Manado,2022,162.35,454606.0,2800.16,Medium,,79.66,43920.0,1.0,10624.11,74.81
71722022,7172,71,City of Bitung,2022,329.72,229795.0,696.94,Low,0.0,74.7,20620.0,1.0,5805.52,75.54
71732022,7173,71,City of Tomohon,2022,169.06,101151.0,598.31,Low,8.41,77.44,5034.0,1.0,1851.04,76.32
71742022,7174,71,City of Kotamobagu,2022,108.89,125405.0,1151.67,Low,18.52,73.96,4413.0,1.0,3146.38,75.14
72012022,7201,72,Banggai Kepulauan,2022,2385.07,123576.0,51.81,Low,0.04,66.08,4569.0,1.0,2192.59,75.77
72032022,7203,72,Morowali,2022,4486.89,176244.0,39.28,Low,0.75,72.55,146772.0,1.0,3064.36,76.48
72042022,7204,72,Poso,2022,7545.93,252650.0,33.48,Low,0.0,71.93,10891.0,,,75.86
72052022,7205,72,Donggala,2022,5126.59,305890.0,59.67,Low,0.62,66.25,13781.0,1.0,4423.29,75.27
72062022,7206,72,Toli-Toli,2022,3700.37,228641.0,61.79,Low,0.1,66.76,9697.0,,,76.42
72072022,7207,72,Buol,2022,3723.58,148246.0,39.81,Low,,68.72,6713.0,,,74.52
72082022,7208,72,Parigi Moutong,2022,5805.61,446712.0,76.94,Low,2.4,66.26,20061.0,1.0,8258.25,74.69
72102022,7210,72,Sigi,2022,5225.44,266812.0,51.06,Low,,69.05,10600.0,1.0,4700.84,76.83
72112022,7211,72,Banggai Laut,2022,725.67,71345.0,98.32,Low,,66.22,2804.0,1.0,1354.99,74.71
72122022,7212,72,Morowali Utara,2022,8736.01,124006.0,14.19,Low,,68.97,21082.0,,2230.88,75.4
72712022,7271,72,City of Palu,2022,395.06,381572.0,965.86,Low,9.98,82.02,28445.0,1.0,7407.37,73.57
73012022,7301,73,Kepulauan Selayar,2022,1160.36,139658.0,120.36,Low,0.25,68.35,7480.0,1.0,2014.42,71.85
73022022,7302,73,Bulukumba,2022,1175.53,445815.0,379.25,Low,36.99,70.34,17233.0,1.0,6530.46,75.59
73032022,7303,73,Bantaeng,2022,390.97,200843.0,513.7,Low,0.48,69.69,12164.0,1.0,2956.24,72.45
73062022,7306,73,Gowa,2022,1813.0,788159.0,434.73,Low,,70.99,25612.0,,,72.58
73092022,7309,73,Pangkajene dan Kepulauan,2022,888.91,352056.0,396.05,Low,,69.79,30482.0,1.0,5153.06,75.07
73102022,7310,73,Barru,2022,1201.9,186678.0,155.32,Low,1.13,71.53,8878.0,1.0,2781.72,72.67
73112022,7311,73,Bone,2022,4567.36,816013.0,178.66,Low,4.72,67.01,43641.0,1.0,14811.52,73.01
73122022,7312,73,Soppeng,2022,1385.55,237120.0,171.14,Low,1.78,69.7,13742.0,1.0,3439.38,72.7
73142022,7314,73,Sidenreng Rappang,2022,1832.3,325058.0,177.4,Low,0.24,72.06,16699.0,1.0,4718.63,73.84
73152022,7315,73,Pinrang,2022,1896.58,413966.0,218.27,Low,0.65,71.97,23765.0,1.0,6586.18,73.33
73162022,7316,73,Enrekang,2022,1806.85,231121.0,127.91,Low,,73.39,9025.0,1.0,4174.07,72.74
73172022,7317,73,Luwu,2022,2902.07,374316.0,128.98,Low,,71.36,19981.0,,,72.83
73182022,7318,73,Tana Toraja,2022,2043.62,286451.0,140.17,Low,,69.88,8757.0,1.0,4249.27,73.54
73222022,7322,73,Luwu Utara,2022,7422.42,329892.0,44.45,Low,1248.8,70.51,16051.0,,,74.43
73262022,7326,73,Toraja Utara,2022,1289.13,268877.0,208.57,Low,0.22,70.36,11311.0,1.0,5784.78,74.43
73712022,7371,73,City of Makasar,2022,176.85,1444879.0,8170.08,Medium,,83.12,208936.0,1.0,36592.43,73.25
73722022,7372,73,City of Parepare,2022,89.67,155912.0,1738.73,Low,20.91,78.54,8697.0,1.0,2838.9,73.37
73732022,7373,73,City of Palopo,2022,273.24,189841.0,694.78,Low,0.48,78.91,9768.0,1.0,3418.79,73.58
74022022,7402,74,Muna,2022,1858.1,221370.0,119.14,Low,0.52,69.61,8261.0,1.0,3393.76,73.44
74032022,7403,74,Konawe,2022,5351.85,264930.0,49.5,Low,,72.04,14270.0,,,75.74
74042022,7404,74,Kolaka,2022,2958.92,243040.0,82.14,Low,3145.8,73.98,31397.0,1.0,4402.16,73.42
74052022,7405,74,Konawe Selatan,2022,4237.74,318350.0,75.12,Low,,69.36,14537.0,,,73.86
74062022,7406,74,Bombana,2022,3293.97,155510.0,47.21,Low,,66.81,7780.0,,,75.57
74072022,7407,74,Wakatobi,2022,450.46,114620.0,254.45,Low,0.16,70.85,5241.0,1.0,2945.56,74.96
74082022,7408,74,Kolaka Utara,2022,2932.25,142770.0,48.69,Low,0.04,70.39,10096.0,1.0,2034.06,75.88
74092022,7409,74,Buton Utara,2022,1755.83,68090.0,38.78,Low,,69.0,3802.0,,,73.75
74102022,7410,74,Konawe Utara,2022,4219.81,70680.0,16.75,Low,,71.1,4799.0,,,72.81
74112022,7411,74,Kolaka Timur,2022,3992.53,123980.0,31.05,Low,,68.73,5274.0,,,75.89
74122022,7412,74,Konawe Kepulauan,2022,705.71,38310.0,54.29,Low,,66.69,1579.0,,,74.85
74132022,7413,74,Muna Barat,2022,818.7,87590.0,106.99,Low,,66.21,3070.0,,,74.17
74142022,7414,74,Buton Tengah,2022,836.96,117630.0,140.54,Low,,65.29,2794.0,,,75.7
74152022,7415,74,Buton Selatan,2022,517.63,97950.0,189.23,Low,,65.44,3314.0,1.0,802.67,76.89
74722022,7472,74,City of Baubau,2022,294.14,163720.0,556.61,Low,0.27,76.67,10711.0,1.0,2992.33,74.41
75012022,7501,75,Boalemo,2022,1830.87,148526.0,81.12,Low,0.47,67.27,6112.0,,,77.43
75022022,7502,75,Gorontalo,2022,2160.36,398801.0,184.6,Low,0.99,68.28,14889.0,1.0,5776.27,76.51
75032022,7503,75,Pohuwato,2022,4370.36,149297.0,34.16,Low,0.94,66.53,7534.0,1.0,2156.26,74.25
75042022,7504,75,Bone Bolango,2022,1889.0,166200.0,87.98,Low,0.22,70.9,5279.0,1.0,1819.89,75.67
75052022,7505,75,Gorontalo Utara,2022,1703.63,128563.0,75.46,Low,0.58,66.01,3854.0,,,73.22
75712022,7571,75,City of Gorontalo,2022,70.93,201350.0,2838.71,Medium,0.04,78.22,9757.0,1.0,5164.65,72.8
76012022,7601,76,Majene,2022,947.84,177390.0,187.15,Low,,67.84,5537.0,1.0,2589.89,74.16
76022022,7602,76,Polewali Mandar,2022,2074.76,490493.0,236.41,Low,33.0,64.79,14843.0,,,75.16
76032022,7603,76,Mamasa,2022,3005.88,166471.0,55.38,Low,,67.21,3288.0,,,73.49
76042022,7604,76,Mamuju,2022,4979.89,285616.0,57.35,Low,,68.88,13378.0,1.0,,74.57
76052022,7605,76,Mamuju Utara,2022,3043.75,198608.0,65.25,Low,0.0,68.61,13185.0,,,73.35
76062022,7606,76,Mamuju Tengah,2022,3014.37,140028.0,46.45,Low,,66.89,3814.0,1.0,2005.75,75.91
81012022,8101,81,Maluku Tenggara Barat,2022,10102.92,124787.0,12.35,Low,,63.45,3153.0,,,76.76
81022022,8102,81,Maluku Tenggara,2022,4676.0,124199.0,26.56,Low,,66.88,3785.0,,,77.98
81032022,8103,81,Maluku Tengah,2022,2759.07,427050.0,154.78,Low,0.07,71.81,9986.0,1.0,6201.06,76.56
81062022,8106,81,Seram Bagian Barat,2022,6948.4,217958.0,31.37,Low,,66.67,3501.0,,,76.8
81072022,8107,81,Seram Bagian Timur,2022,3952.08,143438.0,36.29,Low,,65.05,3638.0,,,76.86
81082022,8108,81,Maluku Barat Daya,2022,8633.15,82560.0,9.56,Low,0.04,63.07,2264.0,,,75.92
81712022,8171,81,City of Ambon,2022,377.0,348225.0,923.67,Low,,81.63,17175.0,,,76.82
81722022,8172,81,City of Tual,2022,352.66,93145.0,264.12,Low,,68.6,2909.0,,,76.61
82012022,8201,82,Halmahera Barat,2022,2239.11,136282.0,60.86,Low,,66.2,2529.0,,,76.92
82022022,8202,82,Halmahera Tengah,2022,2276.9,86379.0,37.94,Low,,66.49,21302.0,,,75.79
82042022,8204,82,Halmahera Selatan,2022,8096.4,253331.0,31.29,Low,,65.06,14326.0,,,76.54
82052022,8205,82,Halmahera Utara,2022,3891.62,201196.0,51.7,Low,0.0,68.38,6489.0,1.0,5049.7,77.13
82062022,8206,82,Halmahera Timur,2022,6488.73,96395.0,14.86,Low,,67.93,4184.0,,,75.51
82072022,8207,82,Pulau Morotai,2022,2337.33,78304.0,33.5,Low,,63.8,1752.0,,,76.15
82082022,8208,82,Pulau Taliabu,2022,2985.75,63231.0,21.18,Low,,61.64,1871.0,,,76.03
82712022,8271,82,City of Ternate,2022,579.54,201916.0,348.41,Low,0.03,80.81,12314.0,,,74.89
91012022,9101,91,Fakfak,2022,14320.0,89319.0,6.24,Low,,69.12,5591.0,,,74.54
91022022,9102,91,Kaimana,2022,18500.0,65061.0,3.52,Low,,66.11,2741.0,1.0,929.04,76.5
91032022,9103,91,Teluk Wondama,2022,14953.8,45030.0,3.01,Low,,60.87,1663.0,1.0,669.72,72.97
91042022,9104,91,Teluk Bintuni,2022,18658.0,80884.0,4.34,Low,,65.27,34935.0,,,75.56
91052022,9105,91,Manokwari,2022,14250.94,200785.0,14.09,Low,,72.6,10282.0,1.0,5962.78,76.76
91072022,9107,91,Sorong,2022,13075.28,124195.0,9.5,Low,,66.69,11572.0,1.0,1816.27,76.74
91082022,9108,91,Raja Ampat,2022,67379600.0,66793.0,0.0,Low,,64.65,4066.0,,,74.33
91092022,9109,91,Tambrauw,2022,11529.18,32617.0,2.83,Low,,54.63,256.0,,,77.59
91112022,9111,91,Manokwari Selatan,2022,2812.44,37423.0,13.31,Low,,60.68,887.0,,,74.64
91712022,9171,91,City of Sorong,2022,1105.0,282802.0,255.93,Low,,78.98,16174.0,,,74.66
94022022,9402,94,Jayawijaya,2022,7030.66,273503.0,38.9,Low,,59.6,9166.0,,,69.56
94032022,9403,94,Jayapura,2022,17514.0,200224.0,11.43,Low,0.03,72.67,18279.0,1.0,3136.03,71.78
94092022,9409,94,Biak Numfor,2022,2602.0,146346.0,56.24,Low,681.0,72.85,5865.0,1.0,2143.46,69.81
94102022,9410,94,Paniai,2022,6526.25,122124.0,18.71,Low,,57.14,4705.0,,,72.79
94122022,9412,94,Mimika,2022,21693.51,312255.0,14.39,Low,,75.08,110425.0,1.0,5774.21,70.93
94132022,9413,94,Boven Digoel,2022,27108.29,65310.0,2.41,Low,,62.52,5078.0,1.0,951.82,69.96
94142022,9414,94,Mappi,2022,23824.0,108232.0,4.54,Low,,59.61,3351.0,,,71.14
94152022,9415,94,Asmat,2022,23746.0,108912.0,4.59,Low,,52.22,2881.0,,1657.45,71.44
94162022,9416,94,Yahukimo,2022,17512.0,355021.0,20.27,Low,,50.25,2694.0,,,71.74
94172022,9417,94,Pegunungan Bintang,2022,15683.0,112251.0,7.16,Low,,47.21,2203.0,,,71.92
94182022,9418,94,Tolikara,2022,14263.0,251117.0,17.61,Low,,50.51,1817.0,,,70.85
94192022,9419,94,Sarmi,2022,18034.0,41821.0,2.32,Low,,64.86,3316.0,1.0,611.0,72.63
94262022,9426,94,Waropen,2022,22004.87,36974.0,1.68,Low,,65.67,2311.0,,528.52,67.67
94272022,9427,94,Supiori,2022,634.24,25015.0,39.44,Low,,63.65,1139.0,,,71.78
94282022,9428,94,Mamberamo Raya,2022,23813.91,38735.0,1.63,Low,,53.1,1973.0,,,71.56
94292022,9429,94,Nduga,2022,12941.0,110676.0,8.55,Low,,34.1,1413.0,,,71.65
94312022,9431,94,Mamberamo Tengah,2022,3743.64,48735.0,13.02,Low,,49.25,1287.0,,,70.23
94322022,9432,94,Yalimo,2022,4330.29,104066.0,24.03,Low,,49.9,1440.0,,,70.52
94332022,9433,94,Puncak,2022,8055.0,176561.0,21.92,Low,,43.87,1613.0,,,71.64
94342022,9434,94,Dogiyai,2022,4237.4,115380.0,27.23,Low,,55.72,1445.0,,,70.72
94352022,9435,94,Intan Jaya,2022,3922.02,136365.0,34.77,Low,,49.25,1359.0,,,70.71
94712022,9471,94,City of Jayapura,2022,940.0,368578.0,392.1,Low,6.93,80.61,35365.0,1.0,7952.83,70.69
11022023,1102,11,Aceh Singkil,2023,1857.88,135435.0,72.9,Low,,70.14,3203.0,1.0,1909.49,75.53
11032023,1103,11,Aceh Selatan,2023,4173.82,236933.0,56.77,Low,,68.44,7034.0,1.0,3532.35,76.31
11042023,1104,11,Aceh Tenggara,2023,4242.04,231331.0,54.53,Low,2.2,71.05,6258.0,1.0,4166.62,73.98
11062023,1106,11,Aceh Tengah,2023,4527.53,227168.0,50.17,Low,0.96,74.6,9843.0,,,75.38
11072023,1107,11,Aceh Barat,2023,2927.95,204475.0,69.84,Low,0.17,72.88,13572.0,1.0,3681.37,75.86
11082023,1108,11,Aceh Besar,2023,2903.5,435298.0,149.92,Low,,74.53,16978.0,2.0,5405.33,76.7
11092023,1109,11,Pidie,2023,3184.46,444898.0,139.71,Low,0.42,71.66,13490.0,,,76.01
11102023,1110,11,Bireuen,2023,1781.34,458978.0,257.66,Low,0.0,73.63,17028.0,,,76.03
11112023,1111,11,Aceh Utara,2023,3296.86,627543.0,190.35,Low,,70.87,28472.0,,,75.32
11132023,1113,11,Gayo Lues,2023,5365.98,104856.0,19.54,Low,,68.93,3336.0,1.0,1506.85,74.7
11142023,1114,11,Aceh Tamiang,2023,1957.02,308102.0,157.43,Low,,71.35,10729.0,1.0,4456.17,73.63
11162023,1116,11,Aceh Jaya,2023,3727.0,99717.0,26.76,Low,0.82,70.88,3374.0,2.0,1752.51,73.68
11172023,1117,11,Bener Meriah,2023,1145.0,175781.0,153.52,Low,0.0,74.49,6016.0,1.0,2468.57,74.03
11182023,1118,11,Pidie Jaya,2023,952.11,163591.0,171.82,Low,10.0,74.8,4349.0,,,74.24
11722023,1172,11,City of Sabang,2023,122.13,43527.0,356.4,Low,0.0,77.52,1747.0,1.0,630.84,72.7
11742023,1174,11,City of Lhokseumawe,2023,181.06,196067.0,1082.88,Low,0.05,78.92,11170.0,,,75.08
11752023,1175,11,City of Subulussalam,2023,1391.0,103044.0,74.08,Low,0.2,67.1,2560.0,1.0,2083.11,76.17
12012023,1201,12,Nias,2023,853.44,153658.0,180.05,Low,,64.56,4858.0,,,73.43
12032023,1203,12,Tapanuli Selatan,2023,4355.35,312540.0,71.76,Low,,71.55,18875.0,,,72.28
12042023,1204,12,Tapanuli Tengah,2023,2194.98,386895.0,176.26,Low,,70.91,12632.0,,,72.74
12052023,1205,12,Tapanuli Utara,2023,3793.71,323102.0,85.17,Low,,74.65,10490.0,,,73.96
12062023,1206,12,Toba Samosir,2023,2022.0,213850.0,105.76,Low,,76.38,9656.0,2.0,3506.72,74.15
12072023,1207,12,Labuhan Batu,2023,2561.38,513826.0,200.61,Low,,73.69,45763.0,,,75.47
12082023,1208,12,Asahan,2023,3732.97,802563.0,214.99,Low,0.68,71.56,51282.0,,,73.95
12092023,1209,12,Simalungun,2023,4372.5,1035920.0,236.92,Low,,74.29,52239.0,1.0,18644.47,73.02
12112023,1211,12,Karo,2023,2127.25,420799.0,197.81,Low,,75.98,26409.0,,,73.46
12122023,1212,12,Deli Serdang,2023,2498.0,2018164.0,807.91,Low,423.33,76.52,139098.0,,,73.12
12132023,1213,12,Langkat,2023,6273.29,1066711.0,170.04,Low,,72.21,56191.0,,,71.43
12142023,1214,12,Nias Selatan,2023,2487.99,382539.0,153.75,Low,,64.12,8575.0,,,73.4
12152023,1215,12,Humbang Hasundutan,2023,2297.2,204700.0,89.11,Low,,70.75,7655.0,,,74.3
12162023,1216,12,Pakpak Bharat,2023,1218.0,55172.0,45.3,Low,,69.58,1560.0,,,73.69
12172023,1217,12,Samosir,2023,1444.25,141333.0,97.86,Low,,72.08,5656.0,,,73.63
12192023,1219,12,Batu Bara,2023,904.96,430533.0,475.75,Low,0.0,70.31,43775.0,,,73.35
12202023,1220,12,Padang Lawas Utara,2023,3945.56,275448.0,69.81,Low,,71.63,15822.0,,,72.59
12212023,1221,12,Padang Lawas,2023,3892.74,275648.0,70.81,Low,,70.34,16127.0,,,71.51
12222023,1222,12,Labuhan Batu Selatan,2023,3596.0,330797.0,91.99,Low,,72.82,37584.0,,,73.29
12232023,1223,12,Labuhan Batu Utara,2023,3545.8,401863.0,113.33,Low,,73.63,33271.0,,,73.57
12242023,1224,12,Nias Utara,2023,1242.0,155873.0,125.5,Low,,64.64,4478.0,,,72.66
12712023,1271,12,City of Sibolga,2023,10.77,91265.0,8474.0,Medium,0.0,75.2,6821.0,1.0,,73.62
12732023,1273,12,City of Pematang Siantar,2023,79.97,274838.0,3436.76,Medium,0.71,80.46,16228.0,1.0,5866.46,72.76
12742023,1274,12,City of Tebing Tinggi,2023,38.96,178914.0,4592.25,Medium,4.71,76.98,7428.0,,,73.59
12752023,1275,12,City of Medan,2023,265.1,2474166.0,9332.95,Medium,54.79,82.19,303312.0,,,73.55
12762023,1276,12,City of Binjai,2023,90.45,303272.0,3352.92,Medium,,77.6,14460.0,,,73.26
12772023,1277,12,City of Padangsidimpuan,2023,159.3,236217.0,1482.84,Low,,76.44,7929.0,,,73.44
12782023,1278,12,City of Gunungsitoli,2023,469.4,142890.0,304.41,Low,,70.68,6924.0,,,72.73
13012023,1301,13,Kepulauan Mentawai,2023,6033.76,90406.0,14.98,Low,,63.13,5915.0,,,73.35
13022023,1302,13,Pesisir Selatan,2023,1938.79,523402.0,269.96,Low,600.2,71.44,18026.0,1.0,5655.87,73.87
13032023,1303,13,Solok,2023,3738.0,401371.0,107.38,Low,0.78,70.63,17316.0,1.0,5923.4,74.01
13052023,1305,13,Tanah Datar,2023,1336.0,378797.0,283.53,Low,130.83,73.98,16460.0,1.0,4738.26,72.4
13072023,1307,13,Agam,2023,2232.4,547578.0,245.29,Low,736.64,73.98,26163.0,1.0,8016.38,71.24
13082023,1308,13,Lima Puluh Kota,2023,3354.0,391054.0,116.59,Low,0.23,70.7,19604.0,,,72.72
13092023,1309,13,Pasaman,2023,3947.63,311744.0,78.97,Low,7.98,68.13,11360.0,1.0,4488.41,72.53
13112023,1311,13,Dharmasraya,2023,2961.0,238211.0,80.45,Low,0.02,73.04,13346.0,,,71.91
13122023,1312,13,Pasaman Barat,2023,3887.77,448639.0,115.4,Low,0.11,70.19,19545.0,,,72.12
13712023,1371,13,City of Padang,2023,694.96,924687.0,1330.56,Low,142.27,83.58,79705.0,1.0,23629.66,75.02
13722023,1372,13,City of Solok,2023,58.72,77240.0,1315.4,Low,11.46,79.58,5262.0,1.0,2036.41,71.58
13732023,1373,13,City of Sawah Lunto,2023,273.45,67131.0,245.5,Low,0.34,74.42,4825.0,1.0,692.6,70.57
13742023,1374,13,City of Padang Panjang,2023,23.0,58729.0,2553.43,Medium,0.05,79.26,4474.0,,,71.17
13752023,1375,13,City of Bukittinggi,2023,25.24,123013.0,4873.73,Medium,1.11,81.78,11132.0,1.0,,69.31
13762023,1376,13,City of Payakumbuh,2023,80.43,145468.0,1808.63,Low,8.53,79.97,8982.0,1.0,3404.16,72.98
13772023,1377,13,City of Pariaman,2023,64.97,98143.0,1510.59,Low,,78.13,6435.0,1.0,,74.35
14022023,1402,14,Indragiri Hulu,2023,8198.71,475002.0,57.94,Low,,71.04,56482.0,,,73.67
