id_kab,id_prov,year,total_area (km2),hdi,total_landfills,solid_waste_generated
1108,11,2023,2903.5,74.53,2,5405.33
5313,53,2023,1343.83,66.42,1,3702.052
1406,14,2023,11289.28,74.24,3,16452.107
3305,33,2022,1281.11,70.79,2,16901.34
7403,74,2023,5351.85,72.77,1,4784.579
1114,11,2022,1957.02,70.43,1,4406.28
6210,62,2022,8997.0,69.01,1,2469.88
1802,18,2022,4654.96,67.22,1,13345.24
3577,35,2022,33.23,82.01,1,4421.98
9417,94,2023,15683.0,48.18,1,1846.222
3306,33,2023,1034.84,74.28,1,11743.29
3210,32,2023,1204.24,69.13,1,20602.443
7606,76,2023,3100.87,67.45,1,2173.441
2103,21,2023,1978.29,74.21,1,1272.58
7501,75,2023,1830.87,68.18,1,2257.938
7326,73,2022,1289.13,70.36,1,5784.78
1604,16,2022,4344.87,68.4,1,9840.69
6504,65,2023,13564.0,67.7,1,3154.974
1607,16,2022,11875.0,67.93,2,21123.59
6204,62,2022,7020.09,71.01,1,2443.97
9430,94,2023,2248.0,50.56,1,3767.299
3279,32,2022,113.49,72.55,1,3126.78
9431,94,2023,3743.64,50.22,1,640.323
1804,18,2023,5325.03,71.21,1,17608.796000000002
7601,76,2023,947.84,68.62,1,2697.527
1375,13,2023,25.24,81.78,1,3868.851
3279,32,2023,132.0,73.08,1,3162.42
1308,13,2023,3354.0,70.7,1,5826.523999999999
6104,61,2022,2797.88,66.94,1,3066.97
8171,81,2022,377.0,81.63,1,7105.545000000001
7306,73,2022,1813.0,70.99,1,11731.004
6305,63,2023,2175.0,72.0,1,3056.61
3303,33,2022,777.64,69.54,1,18612.08
8108,81,2023,8633.15,63.93,1,1058.0210000000002
7111,71,2022,859.97,67.21,1,1347.62
3508,35,2022,1790.9,66.95,1,19144.61
3329,33,2023,1769.62,67.95,2,36693.76
7414,74,2022,836.96,65.29,1,1914.37
5311,53,2022,2085.24,67.97,1,3905.306000000001
1701,17,2022,1186.7,71.42,1,2635.048
5307,53,2023,2928.56,62.99,1,3504.844
7317,73,2023,2902.07,72.16,1,6120.718
1110,11,2023,1781.34,73.63,1,6225.078
6411,64,2022,15315.0,68.75,1,558.46
5207,52,2023,1849.02,73.17,1,2674.119
3319,33,2022,425.2,75.89,1,16357.9
3471,34,2023,32.5,88.28,1,9994.392
7505,75,2023,1703.63,66.61,1,2087.885
3308,33,2022,1085.73,70.85,1,21552.448
7571,75,2022,70.93,78.22,1,5164.65
9103,91,2022,14953.8,60.87,1,669.72
6309,63,2022,3556.0,73.13,1,3750.78
3174,31,2022,125.0,82.51,1,73854.78
6411,64,2023,15315.0,69.59,1,653.81
1206,12,2022,2022.0,75.96,2,3505.9
3528,35,2023,792.2,67.96,1,10115.61
5319,53,2023,2389.53,63.24,1,3683.565
6372,63,2022,371.38,79.68,1,6707.97
1377,13,2023,64.97,78.13,1,1936.8860000000004
7306,73,2023,1813.0,71.57,1,14639.084000000004
8107,81,2022,3952.08,65.05,1,2639.032
1210,12,2022,1927.8,72.56,1,3894.424
3515,35,2022,714.27,81.02,1,56113.783
1471,14,2022,632.3,82.06,1,35650.33
1172,11,2022,122.13,76.85,1,630.84
1372,13,2023,58.72,79.58,1,2036.41
7104,71,2022,1012.14,70.43,1,1505.0709999999997
3574,35,2023,56.67,75.43,1,3570.56
7402,74,2022,1858.1,69.61,1,3393.76
1213,12,2022,6273.29,71.86,4,19032.38
3372,33,2023,44.04,83.54,1,19073.542
1303,13,2022,3738.0,70.02,1,5755.86
1606,16,2023,14265.96,69.17,8,9243.61
1805,18,2023,4559.56,71.6,1,25185.09
8204,82,2023,8096.4,65.83,1,4479.165999999999
3276,32,2023,200.29,82.38,1,60009.21299999999
1277,12,2023,159.3,76.44,1,4702.517000000001
9111,91,2022,2812.44,60.68,1,675.3230000000001
1571,15,2022,175.53,79.58,1,15968.8
3203,32,2023,3614.35,66.55,1,40159.291
1301,13,2023,6033.76,63.13,1,1212.428
3674,36,2023,147.19,82.28,1,36917.75
1205,12,2023,3793.71,74.65,1,3718.887
3602,36,2023,3305.07,65.21,2,21826.65
5304,53,2023,3933.15,63.58,1,7305.825
7206,72,2023,4079.77,67.66,1,3563.5980000000004
6205,62,2022,8300.0,71.21,1,2260.39
3576,35,2022,20.21,79.32,1,2442.03
7212,72,2022,8736.01,68.97,1,2230.88
1803,18,2023,2219.46,69.63,1,17796.115
7208,72,2022,5805.61,66.26,1,8258.25
2105,21,2023,590.14,70.26,1,487.68
7302,73,2022,1175.53,70.34,1,6530.46
1111,11,2022,3296.86,70.22,1,11499.884
9412,94,2022,21693.51,75.08,1,5774.21
3215,32,2022,1652.2,71.74,1,36643.65
1674,16,2022,401.5,75.53,1,3933.434
1409,14,2023,8881.59,70.78,3,11908.433
1613,16,2023,6008.55,66.6,1,3442.822
7373,73,2023,273.24,79.45,1,3483.32
3671,36,2022,164.55,78.9,1,50425.81
3321,33,2023,897.43,74.07,1,24695.992
3277,32,2023,42.73,79.46,1,18612.517
9417,94,2022,15683.0,47.21,1,1946.614
6102,61,2023,5396.3,69.53,1,5668.755999999999
1571,15,2023,205.38,80.15,1,16683.623
6101,61,2022,6395.7,67.95,5,11611.2
1374,13,2023,23.0,79.26,1,1288.206
7601,76,2022,947.84,67.84,1,2589.89
6105,61,2022,12857.7,66.91,6,8984.18
6303,63,2022,4668.5,70.72,1,13051.24
3373,33,2022,56.78,84.35,1,4166.83
6311,63,2022,1878.3,69.73,1,2057.63
9403,94,2022,17514.0,72.67,1,3136.03
1703,17,2023,4424.6,70.28,1,5795.536000000002
7318,73,2023,2043.62,70.73,1,3956.37
3324,33,2023,1002.23,73.86,1,18320.768000000004
3202,32,2022,4145.7,67.64,1,40059.958
3272,32,2022,48.25,75.4,1,6582.84
5204,52,2023,6643.98,69.87,3,10737.408
7103,71,2023,731.98,72.22,1,2187.992
7471,74,2023,265.79,84.85,1,9886.37
1572,15,2022,391.5,76.17,1,1829.54
5301,53,2022,757.41,64.43,1,2379.165
1274,12,2022,38.96,76.17,1,4548.82
