id,id_kab,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,latitude,longitude,cluster,happiness_score
34012022,3401,266.0,2022.0,586.3,440680.0,751.63,1.0,0.79,75.46,14315.0,1.0,6473.07,-7.645,110.02694,0.0,73.34
34022022,3402,30.0,2022.0,506.85,1000800.0,1974.55,1.0,88.13799999999999,80.69,31183.0,1.1,21934.403,-7.9,110.36667,0.0,72.63
34032022,3403,203.0,2022.0,1485.36,749710.0,504.73,1.0,0.02,70.96,22749.0,1.0,13787.19,-7.98333,110.61667,0.0,70.61
34042022,3404,440.0,2022.0,574.82,1145850.0,1993.41,1.0,37.282,84.31,54702.0,1.0,21780.73,-7.68167,110.32333,0.0,71.2
34712022,3471,182.0,2022.0,32.5,375520.0,11554.46,0.0,2.62,87.69,42624.0,1.1,11064.26,-7.8,110.375,0.0,71.32
35022022,3502,396.0,2022.0,1371.78,964253.0,702.92,1.0,0.12,71.87,23028.0,1.0,13955.26,-7.93333,111.5,0.0,74.97
35042022,3504,489.0,2022.0,1055.65,1105337.0,1047.07,1.0,101.474,74.06,44133.0,1.0,20214.89,-8.11667,111.91667,0.0,72.17
35062022,3506,238.0,2022.0,1386.05,1656020.0,1194.78,1.0,0.01,73.46,46650.0,1.0,24008.24,-7.83333,112.16667,0.0,71.83
35072022,3507,304.0,2022.0,3530.65,2685900.0,760.74,1.0,8.816999999999998,71.38,117422.0,3.0,35061.41,-8.16667,112.66667,0.0,72.11
35082022,3508,293.0,2022.0,1790.9,1137227.0,635.0,1.0,4.12,66.95,36664.0,1.0,19144.61,-8.11667,113.15,0.0,74.98
35092022,3509,220.0,2022.0,3306.69,2567718.0,776.52,1.0,0.6,67.97,88030.0,4.0,37036.24,-8.25,113.65,0.0,72.48
35102022,3510,33.0,2022.0,5782.5,1731731.0,299.48,1.0,45.65999999999999,71.94,93279.0,1.0,29707.85,-8.33333,114.2,0.0,72.37
35122022,3512,439.0,2022.0,1638.5,691260.0,421.89,1.0,5.45,68.25,23129.0,1.0,9389.17,-7.71667,114.05,0.0,73.29
35132022,3513,399.0,2022.0,1696.17,1159965.0,683.87,1.0,3.99,66.96,38933.0,1.0,16876.05,-7.86667,113.31667,0.0,74.74
35142022,3514,379.0,2022.0,1474.02,1619035.0,1098.38,1.0,75.47100000000002,69.68,172654.0,1.6,33345.967000000004,-7.73333,112.83333,0.0,71.1
35152022,3515,431.0,2022.0,714.27,2103401.0,2944.83,2.0,0.38,81.02,245227.0,1.1,50402.287,-7.45,112.7,0.0,75.08
35162022,3516,335.0,2022.0,692.15,1133584.0,1637.77,1.0,2.74,74.89,95798.0,2.0,16832.26,-7.55,112.5,0.0,73.97
35182022,3518,353.0,2022.0,1224.33,1117033.0,912.36,1.0,3.14,72.93,30820.0,3.0,16210.77,-7.6,111.93333,0.0,71.89
35202022,3520,299.0,2022.0,688.84,678343.0,984.76,1.0,17.94,74.85,21195.0,1.0,10064.79,-7.64472,111.35917,0.0,73.33
35222022,3522,60.0,2022.0,2307.06,1315125.0,570.04,1.0,15.87,70.12,100493.0,2.0,13727.14,-7.25,111.8,0.0,73.98
35242022,3524,276.0,2022.0,1752.21,1371509.0,782.73,1.0,0.11,74.02,45441.0,1.0,8324.09,-7.13333,112.31667,0.0,73.48
35272022,3527,417.0,2022.0,1233.0,984162.0,798.18,1.0,1.9,63.39,23009.0,2.0,16951.13,-7.05,113.25,0.0,75.63
35282022,3528,370.0,2022.0,792.2,857818.0,1082.83,1.0,39.32,66.99,19263.0,1.0,10114.06,-7.06667,113.5,0.0,73.02
35292022,3529,455.0,2022.0,2093.47,1136632.0,542.94,1.0,2.42,67.87,40255.0,1.0,13219.79,-7.11667,114.33333,0.0,72.3
35712022,3571,120.0,2022.0,63.4,289418.0,4564.66,2.0,6.8,79.59,152778.0,1.0,6518.37,-7.83333,112.01667,0.0,74.44
35722022,3572,101.0,2022.0,32.58,151960.0,4664.21,2.0,11.28,79.93,7834.0,1.0,2773.27,-8.1,112.16667,0.0,72.5
35732022,3573,130.0,2022.0,110.06,846126.0,7687.86,2.0,0.31199999999999994,82.71,84807.0,1.0,27914.84,-7.975,112.63333,0.0,73.76
35752022,3575,147.0,2022.0,35.29,211497.0,5993.11,2.0,8.69,76.54,9453.0,1.0,5329.73,-7.65,112.9,0.0,74.35
35762022,3576,135.0,2022.0,20.21,134350.0,6647.7,2.0,0.05,79.32,7637.0,1.0,2442.03,-7.46667,112.43333,0.0,73.46
35772022,3577,127.0,2022.0,33.23,199192.0,5994.34,2.0,2.89,82.01,15819.0,1.0,4421.98,-7.63333,111.53333,0.0,73.32
35792022,3579,95.0,2022.0,199.09,216735.0,1088.63,1.0,201.17,77.22,18588.0,1.0,4935.95,-7.83272,112.53751,0.0,72.36
36012022,3601,371.0,2022.0,2746.0,1298850.0,473.0,1.0,190.83800000000002,65.84,32077.0,1.3,19935.009,-6.63333,105.75,0.0,68.32
36022022,3602,285.0,2022.0,3305.07,1417350.0,428.84,1.0,5.78,64.71,33475.0,2.0,21588.52,-6.65,106.21667,0.0,65.11
36032022,3603,466.0,2022.0,959.61,3321650.0,3461.46,2.0,0.23,72.97,160167.0,1.0,84149.77,-6.2,106.46667,0.0,67.43
36712022,3671,170.0,2022.0,164.55,1931640.0,11738.92,0.0,19.116000000000003,78.9,182409.0,1.0,50425.81,-6.17944,106.62991,0.0,67.12
36722022,3672,105.0,2022.0,162.51,445060.0,2738.66,2.0,27.940000000000005,73.95,120767.0,1.0,8316.91,-6.01667,106.01667,0.0,66.73
36732022,3673,160.0,2022.0,266.74,712410.0,2670.8,2.0,23.416,72.98,36724.0,1.0,21346.4,-6.12563,106.14999,0.0,67.41
36742022,3674,171.0,2022.0,147.19,1378710.0,9366.87,2.0,25.330000000000002,81.95,96137.0,1.0,35500.94,-6.29373,106.71244,0.0,69.84
51012022,5101,221.0,2022.0,841.8,327900.0,389.52,1.0,0.41,73.58,14532.0,1.0,5947.29,-8.3,114.66667,0.0,73.83
51022022,5102,458.0,2022.0,839.33,469300.0,559.14,1.0,53.11,76.75,23681.0,1.0,7143.071000000001,-8.43333,115.06667,0.0,74.88
51032022,5103,14.0,2022.0,418.5,549500.0,1313.02,1.0,129.92,82.13,55290.0,1.0,11947.46,-8.51667,115.2,0.0,75.02
51042022,5104,197.0,2022.0,368.0,524000.0,1423.91,1.0,0.77,78.39,27944.0,1.0,19669.85,-8.46667,115.28333,0.0,74.97
51052022,5105,253.0,2022.0,315.0,214000.0,679.37,1.0,0.07,72.55,9210.0,3.0,3764.36,-8.55,115.4,0.0,75.01
51062022,5106,26.0,2022.0,520.81,267100.0,512.85,1.0,2.36,70.26,7338.0,1.0,4083.61,-8.28333,115.35,0.0,75.27
51082022,5108,72.0,2022.0,1366.0,825100.0,604.03,1.0,1.41,73.45,35805.0,1.0,14328.37,-8.25,114.96667,0.0,75.12
51712022,5171,108.0,2022.0,127.78,726800.0,5687.9,2.0,1.38,84.37,54634.0,1.0,31631.27,-8.66667,115.21663,0.0,76.14
52012022,5201,290.0,2022.0,1053.92,742074.0,704.11,1.0,81.42999999999999,69.41,16562.0,1.0,10533.61,-8.69583,116.11667,0.0,68.27
52032022,5203,291.0,2022.0,2679.88,1368136.0,510.52,1.0,0.08,67.59,22600.0,1.0,19620.96,-8.53333,116.53333,0.0,69.27
52042022,5204,452.0,2022.0,6643.98,522357.0,78.62,1.0,0.65,68.89,16108.0,2.0,9482.04,-8.7439,117.3324,0.0,70.17
52052022,5205,188.0,2022.0,2324.55,243404.0,104.71,1.0,51.16599999999999,69.15,7826.0,1.2,3640.370999999999,-8.5094,118.4816,0.0,70.33
52062022,5206,54.0,2022.0,4389.0,527664.0,120.22,1.0,41.81999999999999,67.57,12734.0,1.0,10110.21,-8.6,118.61667,0.0,69.3
52072022,5207,453.0,2022.0,1742.27,150338.0,86.29,1.0,7.88,72.65,31512.0,1.4,2442.1250000000005,-8.75159,116.92132,0.0,71.22
52082022,5208,292.0,2022.0,809.53,254145.0,313.94,1.0,36.37,65.7,5051.0,1.0,3744.61,-8.35214,116.40152,0.0,70.25
52712022,5271,132.0,2022.0,61.3,437162.0,7131.52,2.0,23.427,79.59,21182.0,1.0,9643.69,-8.5833,116.1167,0.0,67.91
53012022,5301,449.0,2022.0,757.41,149804.0,197.78,1.0,74.30299999999998,64.43,2583.0,1.6,2377.646,-9.56667,119.45,1.0,71.58
53032022,5303,268.0,2022.0,5136.51,373259.0,72.67,1.0,1059.2099999999998,65.04,8483.0,1.7,5045.043,-9.91667,123.83333,1.0,69.96
53042022,5304,479.0,2022.0,3933.15,467732.0,118.92,1.0,91.89999999999999,62.73,8810.0,1.3,6628.852000000001,-9.83333,124.4,1.0,71.82
53062022,5306,45.0,2022.0,1127.25,226307.0,200.76,1.0,25.375,63.22,5036.0,1.6,4060.925,-9.41258,124.95066,1.0,70.67
53072022,5307,11.0,2022.0,2928.56,218059.0,74.46,1.0,0.01,62.26,3363.0,1.0,4038.0730000000003,-8.3,124.56667,1.0,71.85
53082022,5308,287.0,2022.0,1268.11,139436.0,109.96,1.0,29.465999999999998,65.47,2017.0,1.0,2182.289,-8.41396,123.55225,1.0,73.32
53092022,5309,194.0,2022.0,1748.52,284122.0,162.49,1.0,20.968,64.93,5643.0,1.0,3376.292,-8.24224,122.96817,1.0,72.06
53102022,5310,434.0,2022.0,1671.65,330429.0,197.67,1.0,416.788,66.06,5703.0,1.4,4475.026,-8.66667,122.36667,1.0,70.2
53112022,5311,191.0,2022.0,2085.24,275785.0,132.26,1.0,649.2740000000001,67.97,6793.0,1.4,3853.139,-8.84056,121.66389,1.0,70.88
53122022,5312,352.0,2022.0,1735.64,169383.0,97.59,1.0,3.8810000000000002,68.26,3819.0,1.6,3021.3230000000003,-8.66667,121.0,1.0,71.51
53132022,5313,317.0,2022.0,1343.83,323054.0,240.4,1.0,156.603,65.83,5097.0,1.4,3513.1629999999996,-8.56667,120.41667,1.0,70.22
53152022,5315,318.0,2022.0,3129.0,265613.0,84.89,1.0,0.08,64.92,3884.0,1.0,3097.24,-8.64484,119.88281,1.0,70.27
53162022,5316,451.0,2022.0,1789.66,88706.0,49.57,1.0,0.32,62.71,1303.0,1.6,1370.2489999999998,-9.62941,119.61914,1.0,73.3
53172022,5317,450.0,2022.0,1383.31,315427.0,228.02,1.0,11.916,63.15,4176.0,1.4,3213.188,-9.56216,119.08905,0.0,72.74
53202022,5320,414.0,2022.0,460.96,91877.0,199.32,1.0,704.0779999999999,57.9,1546.0,1.6,1315.693,-10.56286,121.78894,1.0,73.93
53212022,5321,303.0,2022.0,1109.16,188493.0,169.94,1.0,292.754,61.34,3144.0,1.6,3595.8190000000004,-9.5632,124.89481,1.0,69.41
53712022,5371,123.0,2022.0,159.33,458253.0,2876.13,2.0,9.499999999999998,80.2,26200.0,1.0,8319.26,-10.21667,123.6,1.0,72.57
61012022,6101,415.0,2022.0,6395.7,641271.0,100.27,1.0,0.56,67.95,24423.0,5.0,11611.2,1.41667,109.33333,0.0,71.39
61042022,6104,326.0,2022.0,2797.88,308804.0,110.37,1.0,32.38,66.94,9956.0,1.0,3066.97,0.25,109.16667,0.0,72.79
61052022,6105,418.0,2022.0,12857.7,497280.0,38.68,1.0,0.25,66.91,23847.0,6.0,8984.18,0.25472,110.45,0.0,73.7
61062022,6106,251.0,2022.0,31588.0,584946.0,18.52,1.0,56.93099999999998,67.92,34314.0,2.6,9431.599,-1.58333,110.5,0.0,72.69
61072022,6107,438.0,2022.0,21635.0,432206.0,19.98,1.0,336.48699999999997,67.86,17330.0,1.1,6967.439,-0.08333,112.08333,0.0,72.07
61082022,6108,228.0,2022.0,29842.0,258989.0,8.68,1.0,0.649,66.7,12187.0,1.0,4866.38,0.81667,112.76667,0.0,72.94
61092022,6109,421.0,2022.0,5444.2,216862.0,39.83,1.0,10.780999999999999,65.58,7884.0,2.1,3692.001,0.03485,110.95066,0.0,73.48
61102022,6110,325.0,2022.0,10640.8,235669.0,22.15,1.0,0.27,66.81,6177.0,1.0,3454.434,-0.33617,111.698,0.0,74.36
61112022,6111,236.0,2022.0,4568.26,130592.0,28.59,1.0,0.516,63.81,4981.0,1.0,2290.04,-1.43711,110.79781,0.0,72.38
61122022,6112,264.0,2022.0,6985.2,628558.0,89.98,1.0,4.433,68.91,35209.0,3.3,9662.345,0.01637,109.33731,0.0,73.7
61722022,6172,162.0,2022.0,504.0,242177.0,480.51,1.0,16.439,72.89,11922.0,1.0,3429.79,0.90734,109.00103,0.0,72.54
62042022,6204,35.0,2022.0,7020.09,133478.0,19.01,1.0,2.7399999999999998,71.01,8132.0,1.0,2443.97,-1.86667,114.73333,0.0,73.24
62052022,6205,37.0,2022.0,8300.0,158539.0,19.1,1.0,0.17,71.21,14298.0,1.0,2260.39,-0.98333,115.1,0.0,72.89
62062022,6206,447.0,2022.0,3827.0,65457.0,17.1,1.0,5.218,68.94,5460.0,1.2,1034.4360000000001,-2.62675,111.23681,0.0,72.54
62072022,6207,275.0,2022.0,6414.0,100509.0,15.67,1.0,0.56,71.11,7316.0,1.0,1477.9740000000002,-1.83828,111.2869,0.0,74.66
62082022,6208,428.0,2022.0,16404.0,168262.0,10.26,1.0,0.03,68.24,10809.0,1.0,2999.94,-2.33333,112.25,0.0,74.63
62092022,6209,234.0,2022.0,20382.53,166820.0,8.18,1.0,0.191,69.74,9966.0,1.0,2774.985,-2.06667,113.4,0.0,73.24
62102022,6210,400.0,2022.0,8997.0,136869.0,15.21,1.0,0.08,69.01,6465.0,1.0,2469.88,-3.11858,113.8623,0.0,73.21
62112022,6211,204.0,2022.0,10804.0,140125.0,12.97,1.0,0.0,71.4,8135.0,1.0,3705.84,-0.95,113.5,0.0,75.6
62122022,6212,36.0,2022.0,3834.0,115860.0,30.22,1.0,0.01,72.07,10948.0,1.5,1679.83,-1.93333,115.1,0.0,72.17
62132022,6213,343.0,2022.0,23700.16,114831.0,4.85,1.0,0.79,68.63,12999.0,1.0,2033.98,-0.01667,114.26667,0.0,72.85
62712022,6271,140.0,2022.0,2853.19,301417.0,105.64,1.0,304.75,81.16,21955.0,1.0,5544.81,-1.76979,113.73126,0.0,73.58
63012022,6301,465.0,2022.0,3631.35,358090.0,98.61,1.0,2.14,70.35,19022.0,1.0,5180.74,-3.88333,114.86667,0.0,72.2
63022022,6302,261.0,2022.0,9442.46,326631.0,34.59,1.0,3.0,69.74,33266.0,1.0,6614.35,-3.0,116.0,0.0,73.94
63032022,6303,27.0,2022.0,4668.5,570347.0,122.17,1.0,0.25,70.72,21071.0,1.0,13051.24,-3.31667,115.08333,0.0,72.89
63042022,6304,34.0,2022.0,2996.46,319708.0,106.7,1.0,39.25,67.37,9868.0,2.0,3517.98,-3.08333,114.61667,0.0,75.01
63082022,6308,212.0,2022.0,915.05,233428.0,255.1,1.0,0.04,66.84,5671.0,1.0,3376.83,-2.45,115.13333,0.0,73.33
63092022,6309,457.0,2022.0,3556.0,258525.0,72.7,1.0,10.88,73.13,29172.0,1.0,3750.78,-1.88333,115.5,0.0,74.08
63102022,6310,463.0,2022.0,4871.39,341137.0,70.03,1.0,0.83,71.79,31610.0,3.0,6074.35,-3.45413,115.70372,0.0,74.59
63112022,6311,15.0,2022.0,1878.3,133789.0,71.23,1.0,2.59,69.73,19848.0,1.0,2057.63,-2.32314,115.62922,0.0,73.18
63722022,6372,92.0,2022.0,371.38,268292.0,722.42,1.0,65.17,79.68,11786.0,1.0,6707.97,-3.41667,114.83333,0.0,72.67
64012022,6401,378.0,2022.0,11603.94,286952.0,24.73,1.0,51.3,73.44,76262.0,1.0,4330.1,-1.43517,116.23535,0.0,74.6
64032022,6403,269.0,2022.0,27263.1,791855.0,29.04,1.0,77.28,74.67,240393.0,6.0,11452.48,-0.44019,116.98139,0.0,74.08
64042022,6404,270.0,2022.0,35747.5,399453.0,11.17,1.0,29.754,74.35,211101.0,2.0,7767.44,1.03769,117.83112,1.0,73.4
64052022,6405,52.0,2022.0,34127.17,236325.0,6.92,1.0,20.19,75.74,60158.0,2.0,4980.19,2.0,117.3,0.0,72.74
64092022,6409,386.0,2022.0,3333.0,159073.0,47.73,1.0,333.56,72.55,13129.0,1.0,3503.4,-1.25,116.83333,0.0,73.31
64112022,6411,300.0,2022.0,15315.0,27201.0,1.78,1.0,0.558,68.75,3169.0,1.0,558.46,0.37822,115.38048,0.0,74.67
64722022,6472,157.0,2022.0,716.96,865911.0,1207.75,1.0,0.05,81.43,83354.0,2.0,21434.79,-0.43333,117.18333,0.0,73.41
65012022,6501,305.0,2022.0,38911.8,84509.0,2.17,1.0,12.865,72.75,17587.0,1.3,1362.685,2.45,115.68333,0.0,77.97
65032022,6503,461.0,2022.0,3504.0,26783.0,7.64,1.0,0.0,68.6,8626.0,1.0,517.79,3.55,117.25,0.0,76.67
65042022,6504,359.0,2022.0,13564.0,204762.0,15.1,1.0,4565.6,67.16,40151.0,1.0,1557.68,4.13333,116.7,0.0,75.95
65712022,6571,174.0,2022.0,251.0,248182.0,988.77,1.0,22.808,76.68,47488.0,1.0,4433.302000000001,3.36667,117.6,1.0,76.77
71012022,7101,61.0,2022.0,3269.3,252648.0,77.28,1.0,0.429,68.95,9777.0,1.0,4571.22,0.75,124.08333,1.0,75.89
71022022,7102,331.0,2022.0,1128.45,350317.0,310.44,1.0,71.746,76.18,20369.0,2.0,6363.28,1.2537,124.83,1.0,75.9
71032022,7103,246.0,2022.0,597.26,140165.0,234.68,1.0,0.01,71.63,5223.0,1.0,2039.39,3.5,125.55,1.0,75.17
71042022,7104,249.0,2022.0,1012.14,95545.0,94.4,1.0,0.19,70.43,2631.0,1.0,1468.795,4.31178,126.78085,1.0,76.2
71052022,7105,332.0,2022.0,1456.69,241680.0,165.91,1.0,0.01,72.89,10527.0,1.0,3452.36,1.21291,124.59708,1.0,74.16
71062022,7106,334.0,2022.0,995.55,229368.0,230.39,1.0,102.69,74.69,17226.0,1.0,4311.42,1.4025,124.96,1.0,73.67
71092022,7109,333.0,2022.0,753.14,118023.0,156.71,1.0,13.019,71.48,6147.0,1.0,1684.1,1.05633,124.7925,1.0,74.89
71102022,7110,62.0,2022.0,1796.07,71481.0,39.8,1.0,16.091,65.9,2504.0,1.0,1055.35,0.40912,123.75961,1.0,75.56
71112022,7111,63.0,2022.0,859.97,92299.0,107.33,1.0,0.08,67.21,3533.0,1.0,1347.62,0.72073,124.50256,1.0,74.07
71712022,7171,131.0,2022.0,162.35,454606.0,2800.16,2.0,323.199,79.66,43920.0,1.0,10624.11,1.51667,124.88333,1.0,74.81
71722022,7172,100.0,2022.0,329.72,229795.0,696.94,1.0,0.0,74.7,20620.0,1.0,5805.52,1.48333,125.15,1.0,75.54
71732022,7173,180.0,2022.0,169.06,101151.0,598.31,1.0,8.41,77.44,5034.0,1.0,1851.04,1.31307,124.83404,1.0,76.32
71742022,7174,122.0,2022.0,108.89,125405.0,1151.67,1.0,18.52,73.96,4413.0,1.0,3146.38,0.68915,124.32678,1.0,75.14
72012022,7201,19.0,2022.0,2385.07,123576.0,51.81,1.0,0.04,66.08,4569.0,1.0,2192.59,-1.6424,123.54881,1.0,75.77
72032022,7203,336.0,2022.0,4486.89,176244.0,39.28,1.0,0.75,72.55,146772.0,1.0,3064.36,-1.89342,121.25473,1.0,76.48
72042022,7204,397.0,2022.0,7545.93,252650.0,33.48,1.0,0.0,71.93,10891.0,1.0,3801.272,-1.65,120.5,1.0,75.86
72052022,7205,189.0,2022.0,5126.59,305890.0,59.67,1.0,0.62,66.25,13781.0,1.0,4423.29,-0.58333,119.85,1.0,75.27
72062022,7206,483.0,2022.0,3700.37,228641.0,61.79,1.0,0.1,66.76,9697.0,1.1,3603.708,1.30862,120.88643,1.0,76.42
72072022,7207,75.0,2022.0,3723.58,148246.0,39.81,1.0,0.15500000000000003,68.72,6713.0,1.2,2123.159,0.75,120.75,1.0,74.52
72082022,7208,375.0,2022.0,5805.61,446712.0,76.94,1.0,2.4,66.26,20061.0,1.0,8258.25,0.3368,120.17841,1.0,74.69
72102022,7210,432.0,2022.0,5225.44,266812.0,51.06,1.0,1.103,69.05,10600.0,1.0,4700.84,-1.385,119.96694,1.0,76.83
72112022,7211,20.0,2022.0,725.67,71345.0,98.32,1.0,56.33799999999999,66.22,2804.0,1.0,1354.99,-1.61841,123.49388,1.0,74.71
72122022,7212,337.0,2022.0,8736.01,124006.0,14.19,1.0,30.921000000000003,68.97,21082.0,1.1,2230.88,-1.7207,121.24649,1.0,75.4
72712022,7271,143.0,2022.0,395.06,381572.0,965.86,1.0,9.98,82.02,28445.0,1.0,7407.37,-0.86972,119.9,1.0,73.57
73012022,7301,247.0,2022.0,1160.36,139658.0,120.36,1.0,0.25,68.35,7480.0,1.0,2014.42,-6.81667,120.8,1.0,71.85
73022022,7302,73.0,2022.0,1175.53,445815.0,379.25,1.0,36.99,70.34,17233.0,1.0,6530.46,-5.41667,120.23333,1.0,75.59
73032022,7303,29.0,2022.0,390.97,200843.0,513.7,1.0,0.48,69.69,12164.0,1.0,2956.24,-5.48333,119.98333,1.0,72.45
73062022,7306,200.0,2022.0,1813.0,788159.0,434.73,1.0,7.898999999999999,70.99,25612.0,1.0,12620.122,-5.31667,119.75,1.0,72.58
73092022,7309,373.0,2022.0,888.91,352056.0,396.05,1.0,47.44200000000001,69.79,30482.0,1.0,5153.06,-4.7827,119.5506,1.0,75.07
73102022,7310,38.0,2022.0,1201.9,186678.0,155.32,1.0,1.13,71.53,8878.0,1.0,2781.72,-4.43333,119.68333,1.0,72.67
73112022,7311,67.0,2022.0,4567.36,816013.0,178.66,1.0,4.72,67.01,43641.0,1.0,14811.52,-4.7,120.13333,1.0,73.01
73122022,7312,442.0,2022.0,1385.55,237120.0,171.14,1.0,1.78,69.7,13742.0,1.0,3439.38,-4.3842,119.89,1.0,72.7
73142022,7314,430.0,2022.0,1832.3,325058.0,177.4,1.0,0.24,72.06,16699.0,1.0,4718.63,-3.85,119.96667,1.0,73.84
73152022,7315,393.0,2022.0,1896.58,413966.0,218.27,1.0,0.65,71.97,23765.0,1.0,6586.18,-3.61667,119.6,1.0,73.33
73162022,7316,192.0,2022.0,1806.85,231121.0,127.91,1.0,82.858,73.39,9025.0,1.0,4174.07,-3.5,119.86667,1.0,72.74
73172022,7317,294.0,2022.0,2902.07,374316.0,128.98,1.0,57.13099999999999,71.36,19981.0,1.1,5610.79,-2.5577,121.3242,1.0,72.83
73182022,7318,462.0,2022.0,2043.62,286451.0,140.17,1.0,60.57099999999999,69.88,8757.0,1.0,4249.27,-3.0024,119.79655,1.0,73.54
73222022,7322,296.0,2022.0,7422.42,329892.0,44.45,1.0,1248.8,70.51,16051.0,1.7,6000.781,-2.6,120.25,1.0,74.43
73262022,7326,485.0,2022.0,1289.13,268877.0,208.57,1.0,0.22,70.36,11311.0,1.0,5784.78,-2.92738,119.79218,1.0,74.43
73712022,7371,129.0,2022.0,176.85,1444879.0,8170.08,2.0,31.187,83.12,208936.0,1.0,36592.43,-5.15,119.45,1.0,73.25
73722022,7372,145.0,2022.0,89.67,155912.0,1738.73,1.0,20.91,78.54,8697.0,1.0,2838.9,-4.03333,119.65,1.0,73.37
73732022,7373,142.0,2022.0,273.24,189841.0,694.78,1.0,0.48,78.91,9768.0,1.0,3418.79,-2.97841,120.11078,1.0,73.58
74022022,7402,341.0,2022.0,1858.1,221370.0,119.14,1.0,0.52,69.61,8261.0,1.0,3393.76,-4.96667,122.66667,1.0,73.44
74032022,7403,257.0,2022.0,5351.85,264930.0,49.5,1.0,0.764,72.04,14270.0,1.8,5585.107,-3.91717,122.08823,1.0,75.74
74042022,7404,254.0,2022.0,2958.92,243040.0,82.14,1.0,3145.8,73.98,31397.0,1.0,4402.16,-4.08333,121.66667,1.0,73.42
74052022,7405,259.0,2022.0,4237.74,318350.0,75.12,1.0,1.8940000000000001,69.36,14537.0,1.1,5328.345,-4.19191,122.44854,1.0,73.86
74062022,7406,65.0,2022.0,3293.97,155510.0,47.21,1.0,629.1980000000001,66.81,7780.0,1.1,2184.245,-4.6257,121.81641,1.0,75.57
74072022,7407,491.0,2022.0,450.46,114620.0,254.45,1.0,0.16,70.85,5241.0,1.0,2945.56,-5.31934,123.5948,1.0,74.96
74082022,7408,256.0,2022.0,2932.25,142770.0,48.69,1.0,0.04,70.39,10096.0,1.0,2034.06,-3.10452,121.12427,1.0,75.88
74092022,7409,81.0,2022.0,1755.83,68090.0,38.78,1.0,8.054,69.0,3802.0,1.0,1039.379,-5.01457,122.93015,1.0,73.75
74102022,7410,260.0,2022.0,4219.81,70680.0,16.75,1.0,314.865,71.1,4799.0,1.3,1027.4230000000002,-3.41552,121.99081,1.0,72.81
74112022,7411,255.0,2022.0,3992.53,123980.0,31.05,1.0,629.2720000000002,68.73,5274.0,1.2,1977.243,-4.01807,121.86172,1.0,75.89
74122022,7412,258.0,2022.0,705.71,38310.0,54.29,1.0,274.247,66.69,1579.0,1.0,611.3940000000001,-4.11656,123.10181,1.0,74.85
74132022,7413,342.0,2022.0,818.7,87590.0,106.99,1.0,56.94199999999999,66.21,3070.0,1.0,1204.2989999999998,-4.83333,122.48333,1.0,74.17
74142022,7414,80.0,2022.0,836.96,117630.0,140.54,1.0,78.46,65.29,2794.0,1.0,2010.968,-5.31667,122.33333,1.0,75.7
74152022,7415,79.0,2022.0,517.63,97950.0,189.23,1.0,62.25,65.44,3314.0,1.0,802.67,-5.56667,122.7,1.0,76.89
74722022,7472,96.0,2022.0,294.14,163720.0,556.61,1.0,0.27,76.67,10711.0,1.0,2992.33,-5.477,122.6166,1.0,74.41
75012022,7501,58.0,2022.0,1830.87,148526.0,81.12,1.0,0.47,67.27,6112.0,1.2,2096.345,0.62689,122.3568,1.0,77.43
75022022,7502,198.0,2022.0,2160.36,398801.0,184.6,1.0,0.99,68.28,14889.0,1.0,5776.27,0.5728,122.2337,1.0,76.51
75032022,7503,394.0,2022.0,4370.36,149297.0,34.16,1.0,0.94,66.53,7534.0,1.0,2156.26,0.7098,121.59582,1.0,74.25
75042022,7504,68.0,2022.0,1889.0,166200.0,87.98,1.0,0.22,70.9,5279.0,1.0,1819.89,0.50296,123.27501,1.0,75.67
75052022,7505,199.0,2022.0,1703.63,128563.0,75.46,1.0,0.58,66.01,3854.0,1.0,2383.038,0.77,122.31667,1.0,73.22
75712022,7571,111.0,2022.0,70.93,201350.0,2838.71,2.0,0.04,78.22,9757.0,1.0,5164.65,0.53333,123.1,1.0,72.8
76012022,7601,302.0,2022.0,947.84,177390.0,187.15,1.0,37.333,67.84,5537.0,1.0,2589.89,-3.15,118.86667,1.0,74.16
76022022,7602,395.0,2022.0,2074.76,490493.0,236.41,1.0,33.0,64.79,14843.0,1.0,7403.554000000001,-3.3,119.16667,1.0,75.16
76032022,7603,310.0,2022.0,3005.88,166471.0,55.38,1.0,10.548000000000004,67.21,3288.0,1.0,2481.056,-2.96492,119.30631,1.0,73.49
76042022,7604,313.0,2022.0,4979.89,285616.0,57.35,1.0,5.223999999999999,68.88,13378.0,1.0,5404.949,-2.5,119.41667,1.0,74.57
76052022,7605,315.0,2022.0,3043.75,198608.0,65.25,1.0,0.0,68.61,13185.0,1.1,3292.8940000000002,-1.51639,119.42139,1.0,73.35
76062022,7606,314.0,2022.0,3014.37,140028.0,46.45,1.0,8.020000000000003,66.89,3814.0,1.0,2005.75,-2.8212,119.2662,1.0,75.91
81012022,8101,309.0,2022.0,10102.92,124787.0,12.35,1.0,8.013000000000003,63.45,3153.0,1.0,2236.081,-7.61186,131.38,1.0,76.76
81022022,8102,308.0,2022.0,4676.0,124199.0,26.56,1.0,91.603,66.88,3785.0,1.3,2176.4590000000003,-5.75,132.73334,1.0,77.98
